Sector,Company,Output,MSE,R2
AUTOMOBILE PARTS & ACCESSORIES,PTL,Output_1,0.013852,0.657439
AUTOMOBILE PARTS & ACCESSORIES,PTL,Output_2,0.014562,0.620407
AUTOMOBILE PARTS & ACCESSORIES,PTL,Output_3,0.018274,0.379549
AUTOMOBILE PARTS & ACCESSORIES,PTL,Output_4,0.019571,-0.011063
AUTOMOBILE PARTS & ACCESSORIES,TBL,Output_1,0.035747,-6.92561
AUTOMOBILE PARTS & ACCESSORIES,TBL,Output_2,0.038221,-8.149058
AUTOMOBILE PARTS & ACCESSORIES,TBL,Output_3,0.037852,-10.427543
AUTOMOBILE PARTS & ACCESSORIES,TBL,Output_4,0.018188,-11.73711
AUTOMOBILE PARTS & ACCESSORIES,THALL,Output_1,0.017167,0.757256
AUTOMOBILE PARTS & ACCESSORIES,THALL,Output_2,0.018462,0.738955
AUTOMOBILE PARTS & ACCESSORIES,THALL,Output_3,0.024575,0.654598
AUTOMOBILE PARTS & ACCESSORIES,THALL,Output_4,0.050132,0.249136
FERTILIZER,AGL,Output_1,0.000769,0.941765
FERTILIZER,AGL,Output_2,0.000944,0.931734
FERTILIZER,AGL,Output_3,0.001138,0.932444
FERTILIZER,AGL,Output_4,0.005953,0.884124
FERTILIZER,AHCL,Output_1,0.001507,0.697497
FERTILIZER,AHCL,Output_2,0.001682,0.681231
FERTILIZER,AHCL,Output_3,0.002379,0.636271
FERTILIZER,AHCL,Output_4,0.015987,0.311523
FERTILIZER,EFERT,Output_1,0.001355,0.960849
FERTILIZER,EFERT,Output_2,0.001355,0.962026
FERTILIZER,EFERT,Output_3,0.002087,0.948476
FERTILIZER,EFERT,Output_4,0.009303,0.867949
FERTILIZER,FATIMA,Output_1,0.001364,0.903885
FERTILIZER,FATIMA,Output_2,0.001536,0.89687
FERTILIZER,FATIMA,Output_3,0.001996,0.889035
FERTILIZER,FATIMA,Output_4,0.010873,0.817022
FERTILIZER,FFC,Output_1,0.000615,0.915901
FERTILIZER,FFC,Output_2,0.00079,0.90539
FERTILIZER,FFC,Output_3,0.001268,0.903055
FERTILIZER,FFC,Output_4,0.011568,0.840335
AUTOMOBILE ASSEMBLER,AGTL,Output_1,0.005582,0.407152
AUTOMOBILE ASSEMBLER,AGTL,Output_2,0.006357,0.333611
AUTOMOBILE ASSEMBLER,AGTL,Output_3,0.008143,0.187909
AUTOMOBILE ASSEMBLER,AGTL,Output_4,0.027407,0.178496
AUTOMOBILE ASSEMBLER,ATLH,Output_1,0.003378,0.762551
AUTOMOBILE ASSEMBLER,ATLH,Output_2,0.003887,0.744173
AUTOMOBILE ASSEMBLER,ATLH,Output_3,0.005203,0.733992
AUTOMOBILE ASSEMBLER,ATLH,Output_4,0.015136,0.707039
AUTOMOBILE ASSEMBLER,DFML,Output_1,0.007186,0.863631
AUTOMOBILE ASSEMBLER,DFML,Output_2,0.008337,0.844938
AUTOMOBILE ASSEMBLER,DFML,Output_3,0.010455,0.820306
AUTOMOBILE ASSEMBLER,DFML,Output_4,0.029206,0.661308
AUTOMOBILE ASSEMBLER,GAL,Output_1,0.003471,0.768012
AUTOMOBILE ASSEMBLER,GAL,Output_2,0.004012,0.737221
AUTOMOBILE ASSEMBLER,GAL,Output_3,0.004529,0.736375
AUTOMOBILE ASSEMBLER,GAL,Output_4,0.005974,0.904839
AUTOMOBILE ASSEMBLER,GHNI,Output_1,0.002402,0.826164
AUTOMOBILE ASSEMBLER,GHNI,Output_2,0.002575,0.81745
AUTOMOBILE ASSEMBLER,GHNI,Output_3,0.003119,0.79858
AUTOMOBILE ASSEMBLER,GHNI,Output_4,0.016411,0.697565
AUTOMOBILE ASSEMBLER,HCAR,Output_1,0.009649,0.835346
AUTOMOBILE ASSEMBLER,HCAR,Output_2,0.010254,0.824857
AUTOMOBILE ASSEMBLER,HCAR,Output_3,0.010889,0.81281
AUTOMOBILE ASSEMBLER,HCAR,Output_4,0.028672,0.50067
AUTOMOBILE ASSEMBLER,HINO,Output_1,0.010582,0.578974
AUTOMOBILE ASSEMBLER,HINO,Output_2,0.010732,0.570614
AUTOMOBILE ASSEMBLER,HINO,Output_3,0.013072,0.464333
AUTOMOBILE ASSEMBLER,HINO,Output_4,0.026455,-0.031177
AUTOMOBILE ASSEMBLER,INDU,Output_1,0.006057,0.795209
AUTOMOBILE ASSEMBLER,INDU,Output_2,0.007094,0.767582
AUTOMOBILE ASSEMBLER,INDU,Output_3,0.010996,0.691203
AUTOMOBILE ASSEMBLER,INDU,Output_4,0.057887,0.137132
AUTOMOBILE ASSEMBLER,MTL,Output_1,0.011481,0.830471
AUTOMOBILE ASSEMBLER,MTL,Output_2,0.013237,0.80498
AUTOMOBILE ASSEMBLER,MTL,Output_3,0.017085,0.748817
AUTOMOBILE ASSEMBLER,MTL,Output_4,0.027482,0.457625
AUTOMOBILE ASSEMBLER,SAZEW,Output_1,0.0034,0.924025
AUTOMOBILE ASSEMBLER,SAZEW,Output_2,0.004037,0.912569
AUTOMOBILE ASSEMBLER,SAZEW,Output_3,0.005884,0.888659
AUTOMOBILE ASSEMBLER,SAZEW,Output_4,0.01059,0.887493
TECHNOLOGY & COMMUNICATION,AIRLINK,Output_1,0.004659,0.820756
TECHNOLOGY & COMMUNICATION,AIRLINK,Output_2,0.004846,0.818701
TECHNOLOGY & COMMUNICATION,AIRLINK,Output_3,0.00654,0.783995
TECHNOLOGY & COMMUNICATION,AIRLINK,Output_4,0.01691,0.801912
TECHNOLOGY & COMMUNICATION,AVN,Output_1,0.008856,0.77201
TECHNOLOGY & COMMUNICATION,AVN,Output_2,0.009161,0.765187
TECHNOLOGY & COMMUNICATION,AVN,Output_3,0.010887,0.724551
TECHNOLOGY & COMMUNICATION,AVN,Output_4,0.026692,0.331105
TECHNOLOGY & COMMUNICATION,GEMSPNL,Output_1,0.006259,0.287012
TECHNOLOGY & COMMUNICATION,GEMSPNL,Output_2,0.005952,0.197949
TECHNOLOGY & COMMUNICATION,GEMSPNL,Output_3,0.005509,0.114157
TECHNOLOGY & COMMUNICATION,GEMSPNL,Output_4,0.054997,0.10246
TECHNOLOGY & COMMUNICATION,HUMNL,Output_1,0.010391,0.463617
TECHNOLOGY & COMMUNICATION,HUMNL,Output_2,0.01124,0.450766
TECHNOLOGY & COMMUNICATION,HUMNL,Output_3,0.015172,0.443784
TECHNOLOGY & COMMUNICATION,HUMNL,Output_4,0.044437,0.187087
TECHNOLOGY & COMMUNICATION,MDTL,Output_1,0.018724,0.566037
TECHNOLOGY & COMMUNICATION,MDTL,Output_2,0.018816,0.562457
TECHNOLOGY & COMMUNICATION,MDTL,Output_3,0.021287,0.49496
TECHNOLOGY & COMMUNICATION,MDTL,Output_4,0.013319,0.626557
TECHNOLOGY & COMMUNICATION,NETSOL,Output_1,0.013294,0.528157
TECHNOLOGY & COMMUNICATION,NETSOL,Output_2,0.014445,0.483341
TECHNOLOGY & COMMUNICATION,NETSOL,Output_3,0.01843,0.321836
TECHNOLOGY & COMMUNICATION,NETSOL,Output_4,0.018085,-0.523389
TECHNOLOGY & COMMUNICATION,OCTOPUS,Output_1,0.009189,0.829548
TECHNOLOGY & COMMUNICATION,OCTOPUS,Output_2,0.011474,0.786159
TECHNOLOGY & COMMUNICATION,OCTOPUS,Output_3,0.018616,0.641224
TECHNOLOGY & COMMUNICATION,OCTOPUS,Output_4,0.060281,-0.182222
TECHNOLOGY & COMMUNICATION,PAKD,Output_1,0.018565,0.101294
TECHNOLOGY & COMMUNICATION,PAKD,Output_2,0.018557,0.084865
TECHNOLOGY & COMMUNICATION,PAKD,Output_3,0.020028,-0.157842
TECHNOLOGY & COMMUNICATION,PAKD,Output_4,0.030455,-0.248079
TECHNOLOGY & COMMUNICATION,PTC,Output_1,0.004417,0.692221
TECHNOLOGY & COMMUNICATION,PTC,Output_2,0.005756,0.605965
TECHNOLOGY & COMMUNICATION,PTC,Output_3,0.010791,0.347505
TECHNOLOGY & COMMUNICATION,PTC,Output_4,0.05135,0.103054
TECHNOLOGY & COMMUNICATION,STL,Output_1,0.052899,-0.155745
TECHNOLOGY & COMMUNICATION,STL,Output_2,0.05351,-0.206968
TECHNOLOGY & COMMUNICATION,STL,Output_3,0.048888,-0.224349
TECHNOLOGY & COMMUNICATION,STL,Output_4,0.047581,-5.491819
TECHNOLOGY & COMMUNICATION,SYM,Output_1,0.005092,0.729689
TECHNOLOGY & COMMUNICATION,SYM,Output_2,0.005544,0.717058
TECHNOLOGY & COMMUNICATION,SYM,Output_3,0.007278,0.667891
TECHNOLOGY & COMMUNICATION,SYM,Output_4,0.024128,0.515574
TECHNOLOGY & COMMUNICATION,SYS,Output_1,0.023936,0.320872
TECHNOLOGY & COMMUNICATION,SYS,Output_2,0.025643,0.265016
TECHNOLOGY & COMMUNICATION,SYS,Output_3,0.032162,0.044091
TECHNOLOGY & COMMUNICATION,SYS,Output_4,0.039532,-0.183524
TECHNOLOGY & COMMUNICATION,TELE,Output_1,0.00911,0.76726
TECHNOLOGY & COMMUNICATION,TELE,Output_2,0.01034,0.73281
TECHNOLOGY & COMMUNICATION,TELE,Output_3,0.0159,0.567051
TECHNOLOGY & COMMUNICATION,TELE,Output_4,0.029829,-0.015224
TECHNOLOGY & COMMUNICATION,TPL,Output_1,0.008543,0.830636
TECHNOLOGY & COMMUNICATION,TPL,Output_2,0.00985,0.804954
TECHNOLOGY & COMMUNICATION,TPL,Output_3,0.014267,0.718808
TECHNOLOGY & COMMUNICATION,TPL,Output_4,0.039993,0.241774
TECHNOLOGY & COMMUNICATION,TPLT,Output_1,0.01039,0.771231
TECHNOLOGY & COMMUNICATION,TPLT,Output_2,0.011024,0.757387
TECHNOLOGY & COMMUNICATION,TPLT,Output_3,0.012604,0.723508
TECHNOLOGY & COMMUNICATION,TPLT,Output_4,0.016771,0.594583
TECHNOLOGY & COMMUNICATION,TRG,Output_1,0.008438,0.817914
TECHNOLOGY & COMMUNICATION,TRG,Output_2,0.009251,0.800065
TECHNOLOGY & COMMUNICATION,TRG,Output_3,0.013886,0.696552
TECHNOLOGY & COMMUNICATION,TRG,Output_4,0.018641,0.589503
TECHNOLOGY & COMMUNICATION,WTL,Output_1,0.012976,0.671398
TECHNOLOGY & COMMUNICATION,WTL,Output_2,0.014881,0.622714
TECHNOLOGY & COMMUNICATION,WTL,Output_3,0.023237,0.406892
TECHNOLOGY & COMMUNICATION,WTL,Output_4,0.072056,-0.90566
MISCELLANEOUS,AKDHL,Output_1,0.004788,0.355699
MISCELLANEOUS,AKDHL,Output_2,0.005359,0.198091
MISCELLANEOUS,AKDHL,Output_3,0.005894,-0.283398
MISCELLANEOUS,AKDHL,Output_4,0.013811,-4.027119
MISCELLANEOUS,ARPAK,Output_1,0.028835,-1.068371
MISCELLANEOUS,ARPAK,Output_2,0.032603,-1.003832
MISCELLANEOUS,ARPAK,Output_3,0.055507,-1.120579
MISCELLANEOUS,ARPAK,Output_4,0.026508,-6.8005
MISCELLANEOUS,ECOP,Output_1,0.011807,0.729991
MISCELLANEOUS,ECOP,Output_2,0.012869,0.70518
MISCELLANEOUS,ECOP,Output_3,0.016437,0.624318
MISCELLANEOUS,ECOP,Output_4,0.013618,0.639021
MISCELLANEOUS,GAMON,Output_1,0.008869,0.614392
MISCELLANEOUS,GAMON,Output_2,0.01077,0.586026
MISCELLANEOUS,GAMON,Output_3,0.018695,0.48259
MISCELLANEOUS,GAMON,Output_4,0.021327,0.601936
MISCELLANEOUS,MWMP,Output_1,0.079084,
MISCELLANEOUS,MWMP,Output_2,0.089723,
MISCELLANEOUS,MWMP,Output_3,0.189536,
MISCELLANEOUS,MWMP,Output_4,0.444197,
MISCELLANEOUS,OML,Output_1,0.017384,-0.064753
MISCELLANEOUS,OML,Output_2,0.018401,-0.189719
MISCELLANEOUS,OML,Output_3,0.022324,-0.917938
MISCELLANEOUS,OML,Output_4,0.04905,-0.284104
MISCELLANEOUS,PABC,Output_1,0.004487,0.801673
MISCELLANEOUS,PABC,Output_2,0.004462,0.804858
MISCELLANEOUS,PABC,Output_3,0.004639,0.808454
MISCELLANEOUS,PABC,Output_4,0.036258,0.323305
MISCELLANEOUS,PSEL,Output_1,0.032094,0.347668
MISCELLANEOUS,PSEL,Output_2,0.029325,0.357166
MISCELLANEOUS,PSEL,Output_3,0.013977,0.368155
MISCELLANEOUS,PSEL,Output_4,0.007389,-0.595346
MISCELLANEOUS,SHFA,Output_1,0.002776,0.689889
MISCELLANEOUS,SHFA,Output_2,0.003215,0.654496
MISCELLANEOUS,SHFA,Output_3,0.008979,0.331529
MISCELLANEOUS,SHFA,Output_4,0.050482,0.086176
MISCELLANEOUS,STPL,Output_1,0.00731,0.875321
MISCELLANEOUS,STPL,Output_2,0.007639,0.870332
MISCELLANEOUS,STPL,Output_3,0.009973,0.832574
MISCELLANEOUS,STPL,Output_4,0.032385,0.176934
MISCELLANEOUS,TRIPF,Output_1,0.010035,0.818128
MISCELLANEOUS,TRIPF,Output_2,0.010682,0.807246
MISCELLANEOUS,TRIPF,Output_3,0.014882,0.734625
MISCELLANEOUS,TRIPF,Output_4,0.018611,0.670879
MISCELLANEOUS,UBDL,Output_1,0.009542,0.829484
MISCELLANEOUS,UBDL,Output_2,0.010156,0.817139
MISCELLANEOUS,UBDL,Output_3,0.013443,0.74829
MISCELLANEOUS,UBDL,Output_4,0.027759,0.043473
MISCELLANEOUS,UDPL,Output_1,0.03018,0.343798
MISCELLANEOUS,UDPL,Output_2,0.033023,0.279569
MISCELLANEOUS,UDPL,Output_3,0.039011,0.113998
MISCELLANEOUS,UDPL,Output_4,0.063369,-0.36751
POWER GENERATION & DISTRIBUTION,ALTN,Output_1,0.007847,0.593653
POWER GENERATION & DISTRIBUTION,ALTN,Output_2,0.008355,0.564769
POWER GENERATION & DISTRIBUTION,ALTN,Output_3,0.010742,0.426856
POWER GENERATION & DISTRIBUTION,ALTN,Output_4,0.026666,-0.786378
POWER GENERATION & DISTRIBUTION,EPQL,Output_1,0.012545,0.572599
POWER GENERATION & DISTRIBUTION,EPQL,Output_2,0.013019,0.555153
POWER GENERATION & DISTRIBUTION,EPQL,Output_3,0.015141,0.478486
POWER GENERATION & DISTRIBUTION,EPQL,Output_4,0.023035,0.26331
POWER GENERATION & DISTRIBUTION,HUBC,Output_1,0.01077,0.81007
POWER GENERATION & DISTRIBUTION,HUBC,Output_2,0.011675,0.794292
POWER GENERATION & DISTRIBUTION,HUBC,Output_3,0.014772,0.742256
POWER GENERATION & DISTRIBUTION,HUBC,Output_4,0.035539,0.509255
POWER GENERATION & DISTRIBUTION,KAPCO,Output_1,0.012909,0.680813
POWER GENERATION & DISTRIBUTION,KAPCO,Output_2,0.013009,0.677579
POWER GENERATION & DISTRIBUTION,KAPCO,Output_3,0.012597,0.687139
POWER GENERATION & DISTRIBUTION,KAPCO,Output_4,0.023205,0.338652
POWER GENERATION & DISTRIBUTION,KEL,Output_1,0.006804,0.81289
POWER GENERATION & DISTRIBUTION,KEL,Output_2,0.007899,0.783734
POWER GENERATION & DISTRIBUTION,KEL,Output_3,0.014364,0.624704
POWER GENERATION & DISTRIBUTION,KEL,Output_4,0.025715,0.447293
POWER GENERATION & DISTRIBUTION,KOHE,Output_1,0.011206,0.083264
POWER GENERATION & DISTRIBUTION,KOHE,Output_2,0.012451,0.033513
POWER GENERATION & DISTRIBUTION,KOHE,Output_3,0.01619,-0.042014
POWER GENERATION & DISTRIBUTION,KOHE,Output_4,0.038751,-0.381556
POWER GENERATION & DISTRIBUTION,KOHP,Output_1,0.011633,0.356203
POWER GENERATION & DISTRIBUTION,KOHP,Output_2,0.012119,0.336557
POWER GENERATION & DISTRIBUTION,KOHP,Output_3,0.013537,0.296297
POWER GENERATION & DISTRIBUTION,KOHP,Output_4,0.025752,-0.083799
POWER GENERATION & DISTRIBUTION,LPL,Output_1,0.015669,0.493611
POWER GENERATION & DISTRIBUTION,LPL,Output_2,0.016135,0.476893
POWER GENERATION & DISTRIBUTION,LPL,Output_3,0.016196,0.476188
POWER GENERATION & DISTRIBUTION,LPL,Output_4,0.028934,0.339281
POWER GENERATION & DISTRIBUTION,NCPL,Output_1,0.010586,0.830764
POWER GENERATION & DISTRIBUTION,NCPL,Output_2,0.011212,0.822676
POWER GENERATION & DISTRIBUTION,NCPL,Output_3,0.013984,0.794681
POWER GENERATION & DISTRIBUTION,NCPL,Output_4,0.025588,0.658903
POWER GENERATION & DISTRIBUTION,NPL,Output_1,0.014983,0.763459
POWER GENERATION & DISTRIBUTION,NPL,Output_2,0.015574,0.75496
POWER GENERATION & DISTRIBUTION,NPL,Output_3,0.018021,0.722795
POWER GENERATION & DISTRIBUTION,NPL,Output_4,0.05148,0.405048
POWER GENERATION & DISTRIBUTION,PKGP,Output_1,0.007837,0.75672
POWER GENERATION & DISTRIBUTION,PKGP,Output_2,0.008205,0.754385
POWER GENERATION & DISTRIBUTION,PKGP,Output_3,0.010562,0.728658
POWER GENERATION & DISTRIBUTION,PKGP,Output_4,0.054763,0.263637
POWER GENERATION & DISTRIBUTION,SGPL,Output_1,0.010448,0.441765
POWER GENERATION & DISTRIBUTION,SGPL,Output_2,0.010757,0.432022
POWER GENERATION & DISTRIBUTION,SGPL,Output_3,0.013801,0.28426
POWER GENERATION & DISTRIBUTION,SGPL,Output_4,0.021178,0.023295
POWER GENERATION & DISTRIBUTION,SPWL,Output_1,0.010692,0.275496
POWER GENERATION & DISTRIBUTION,SPWL,Output_2,0.011793,0.231704
POWER GENERATION & DISTRIBUTION,SPWL,Output_3,0.015016,0.126288
POWER GENERATION & DISTRIBUTION,SPWL,Output_4,0.030543,-0.285898
POWER GENERATION & DISTRIBUTION,TSPL,Output_1,0.0093,0.743117
POWER GENERATION & DISTRIBUTION,TSPL,Output_2,0.010692,0.703468
POWER GENERATION & DISTRIBUTION,TSPL,Output_3,0.019144,0.45907
POWER GENERATION & DISTRIBUTION,TSPL,Output_4,0.028328,0.151311
OIL & GAS MARKETING COMPANIES,APL,Output_1,0.006429,0.685645
OIL & GAS MARKETING COMPANIES,APL,Output_2,0.007103,0.66109
OIL & GAS MARKETING COMPANIES,APL,Output_3,0.009291,0.599643
OIL & GAS MARKETING COMPANIES,APL,Output_4,0.032303,0.321221
OIL & GAS MARKETING COMPANIES,BPL,Output_1,0.016818,0.417945
OIL & GAS MARKETING COMPANIES,BPL,Output_2,0.017986,0.37221
OIL & GAS MARKETING COMPANIES,BPL,Output_3,0.019068,0.32649
OIL & GAS MARKETING COMPANIES,BPL,Output_4,0.025535,0.207859
OIL & GAS MARKETING COMPANIES,HASCOL,Output_1,0.008322,0.608041
OIL & GAS MARKETING COMPANIES,HASCOL,Output_2,0.008149,0.598609
OIL & GAS MARKETING COMPANIES,HASCOL,Output_3,0.010625,0.395358
OIL & GAS MARKETING COMPANIES,HASCOL,Output_4,0.027564,-0.934729
OIL & GAS MARKETING COMPANIES,HTL,Output_1,0.014587,0.715326
OIL & GAS MARKETING COMPANIES,HTL,Output_2,0.015509,0.697307
OIL & GAS MARKETING COMPANIES,HTL,Output_3,0.019886,0.611928
OIL & GAS MARKETING COMPANIES,HTL,Output_4,0.031359,0.193791
OIL & GAS MARKETING COMPANIES,OBOY,Output_1,0.013493,0.517392
OIL & GAS MARKETING COMPANIES,OBOY,Output_2,0.012917,0.538378
OIL & GAS MARKETING COMPANIES,OBOY,Output_3,0.01101,0.606933
OIL & GAS MARKETING COMPANIES,OBOY,Output_4,0.006565,-0.879751
OIL & GAS MARKETING COMPANIES,PSO,Output_1,0.004656,0.580262
OIL & GAS MARKETING COMPANIES,PSO,Output_2,0.004512,0.595889
OIL & GAS MARKETING COMPANIES,PSO,Output_3,0.005899,0.504904
OIL & GAS MARKETING COMPANIES,PSO,Output_4,0.044561,-0.008252
OIL & GAS MARKETING COMPANIES,SNGP,Output_1,0.006105,0.630268
OIL & GAS MARKETING COMPANIES,SNGP,Output_2,0.006111,0.636816
OIL & GAS MARKETING COMPANIES,SNGP,Output_3,0.008055,0.578121
OIL & GAS MARKETING COMPANIES,SNGP,Output_4,0.032008,0.348377
OIL & GAS MARKETING COMPANIES,SSGC,Output_1,0.002086,0.061005
OIL & GAS MARKETING COMPANIES,SSGC,Output_2,0.002324,-0.067193
OIL & GAS MARKETING COMPANIES,SSGC,Output_3,0.003434,-0.045384
OIL & GAS MARKETING COMPANIES,SSGC,Output_4,0.024628,0.480909
OIL & GAS MARKETING COMPANIES,WAFI,Output_1,0.00994,0.693885
OIL & GAS MARKETING COMPANIES,WAFI,Output_2,0.009995,0.686376
OIL & GAS MARKETING COMPANIES,WAFI,Output_3,0.012346,0.558149
OIL & GAS MARKETING COMPANIES,WAFI,Output_4,0.019588,0.008167
CHEMICAL,ARPL,Output_1,0.013106,0.773953
CHEMICAL,ARPL,Output_2,0.013977,0.763576
CHEMICAL,ARPL,Output_3,0.019929,0.676399
CHEMICAL,ARPL,Output_4,0.035691,0.382332
CHEMICAL,BAPL,Output_1,0.009266,0.745008
CHEMICAL,BAPL,Output_2,0.010816,0.706389
CHEMICAL,BAPL,Output_3,0.018502,0.529546
CHEMICAL,BAPL,Output_4,0.043971,0.185503
CHEMICAL,BERG,Output_1,0.008595,0.516087
CHEMICAL,BERG,Output_2,0.009084,0.488641
CHEMICAL,BERG,Output_3,0.010456,0.421046
CHEMICAL,BERG,Output_4,0.019211,0.07713
CHEMICAL,BIFO,Output_1,0.007412,0.792752
CHEMICAL,BIFO,Output_2,0.007978,0.773108
CHEMICAL,BIFO,Output_3,0.010021,0.69781
CHEMICAL,BIFO,Output_4,0.046488,0.126589
CHEMICAL,BUXL,Output_1,0.011463,0.170526
CHEMICAL,BUXL,Output_2,0.012142,0.123483
CHEMICAL,BUXL,Output_3,0.01416,-0.008061
CHEMICAL,BUXL,Output_4,0.022858,-0.791656
CHEMICAL,DAAG,Output_1,0.010384,0.448053
CHEMICAL,DAAG,Output_2,0.012346,0.3449
CHEMICAL,DAAG,Output_3,0.019315,-0.019373
CHEMICAL,DAAG,Output_4,0.02303,-0.13712
CHEMICAL,DOL,Output_1,0.005781,0.699519
CHEMICAL,DOL,Output_2,0.005802,0.680371
CHEMICAL,DOL,Output_3,0.00728,0.559851
CHEMICAL,DOL,Output_4,0.022814,-1.866126
CHEMICAL,DYNO,Output_1,0.016191,0.505247
CHEMICAL,DYNO,Output_2,0.017778,0.456393
CHEMICAL,DYNO,Output_3,0.02357,0.278257
CHEMICAL,DYNO,Output_4,0.039004,-0.211648
CHEMICAL,EPCL,Output_1,0.012466,0.55723
CHEMICAL,EPCL,Output_2,0.013893,0.511542
CHEMICAL,EPCL,Output_3,0.01833,0.369518
CHEMICAL,EPCL,Output_4,0.037484,-0.106805
CHEMICAL,GCIL,Output_1,0.001891,0.039394
CHEMICAL,GCIL,Output_2,0.002147,-0.071109
CHEMICAL,GCIL,Output_3,0.004349,-0.429179
CHEMICAL,GCIL,Output_4,0.031199,-0.7232
CHEMICAL,GGL,Output_1,0.011633,0.820096
CHEMICAL,GGL,Output_2,0.013806,0.786918
CHEMICAL,GGL,Output_3,0.026596,0.591584
CHEMICAL,GGL,Output_4,0.034969,0.461463
CHEMICAL,ICL,Output_1,0.006154,0.536967
CHEMICAL,ICL,Output_2,0.00644,0.516555
CHEMICAL,ICL,Output_3,0.008051,0.43182
CHEMICAL,ICL,Output_4,0.039591,0.191754
CHEMICAL,LCI,Output_1,0.004998,0.688883
CHEMICAL,LCI,Output_2,0.005499,0.672731
CHEMICAL,LCI,Output_3,0.008955,0.546559
CHEMICAL,LCI,Output_4,0.038149,0.12496
CHEMICAL,LOTCHEM,Output_1,0.015239,0.704806
CHEMICAL,LOTCHEM,Output_2,0.016983,0.668288
CHEMICAL,LOTCHEM,Output_3,0.023293,0.529555
CHEMICAL,LOTCHEM,Output_4,0.027858,0.359296
CHEMICAL,LPGL,Output_1,0.013634,0.607305
CHEMICAL,LPGL,Output_2,0.015612,0.558296
CHEMICAL,LPGL,Output_3,0.021437,0.412989
CHEMICAL,LPGL,Output_4,0.027238,0.25449
CHEMICAL,NICL,Output_1,0.013274,0.608518
CHEMICAL,NICL,Output_2,0.014161,0.582384
CHEMICAL,NICL,Output_3,0.021976,0.3614
CHEMICAL,NICL,Output_4,0.060109,-0.488749
CHEMICAL,NRSL,Output_1,0.005161,0.639176
CHEMICAL,NRSL,Output_2,0.005898,0.583985
CHEMICAL,NRSL,Output_3,0.008823,0.361413
CHEMICAL,NRSL,Output_4,0.017921,0.101933
CHEMICAL,PAKOXY,Output_1,0.02295,0.688197
CHEMICAL,PAKOXY,Output_2,0.025248,0.656768
CHEMICAL,PAKOXY,Output_3,0.033936,0.533492
CHEMICAL,PAKOXY,Output_4,0.035364,0.467569
CHEMICAL,SARC,Output_1,0.050201,-0.161393
CHEMICAL,SARC,Output_2,0.051796,-0.218661
CHEMICAL,SARC,Output_3,0.061438,-0.527459
CHEMICAL,SARC,Output_4,0.037888,-0.060029
CHEMICAL,SITC,Output_1,0.021656,0.46406
CHEMICAL,SITC,Output_2,0.023055,0.428865
CHEMICAL,SITC,Output_3,0.028228,0.297502
CHEMICAL,SITC,Output_4,0.042294,-0.026382
CHEMICAL,SPL,Output_1,0.007441,0.859905
CHEMICAL,SPL,Output_2,0.007958,0.850105
CHEMICAL,SPL,Output_3,0.010214,0.807076
CHEMICAL,SPL,Output_4,0.02559,0.293467
CHEMICAL,WAHN,Output_1,0.015305,0.498014
CHEMICAL,WAHN,Output_2,0.0168,0.440364
CHEMICAL,WAHN,Output_3,0.022465,0.248076
CHEMICAL,WAHN,Output_4,0.041617,-0.664858
FOOD & PERSONAL CARE PRODUCTS,ASC,Output_1,0.011618,0.766483
FOOD & PERSONAL CARE PRODUCTS,ASC,Output_2,0.011791,0.760526
FOOD & PERSONAL CARE PRODUCTS,ASC,Output_3,0.013784,0.713361
FOOD & PERSONAL CARE PRODUCTS,ASC,Output_4,0.027742,0.33792
FOOD & PERSONAL CARE PRODUCTS,BNL,Output_1,0.002851,0.895283
FOOD & PERSONAL CARE PRODUCTS,BNL,Output_2,0.002901,0.890058
FOOD & PERSONAL CARE PRODUCTS,BNL,Output_3,0.002802,0.872863
FOOD & PERSONAL CARE PRODUCTS,BNL,Output_4,0.006023,0.486762
FOOD & PERSONAL CARE PRODUCTS,CLOV,Output_1,0.004564,0.897626
FOOD & PERSONAL CARE PRODUCTS,CLOV,Output_2,0.004543,0.895732
FOOD & PERSONAL CARE PRODUCTS,CLOV,Output_3,0.006444,0.833225
FOOD & PERSONAL CARE PRODUCTS,CLOV,Output_4,0.012222,0.464861
FOOD & PERSONAL CARE PRODUCTS,COLG,Output_1,0.004276,0.915714
FOOD & PERSONAL CARE PRODUCTS,COLG,Output_2,0.004649,0.907572
FOOD & PERSONAL CARE PRODUCTS,COLG,Output_3,0.00629,0.866176
FOOD & PERSONAL CARE PRODUCTS,COLG,Output_4,0.020932,0.272096
FOOD & PERSONAL CARE PRODUCTS,FCEPL,Output_1,0.016998,0.525041
FOOD & PERSONAL CARE PRODUCTS,FCEPL,Output_2,0.01891,0.472715
FOOD & PERSONAL CARE PRODUCTS,FCEPL,Output_3,0.024649,0.32166
FOOD & PERSONAL CARE PRODUCTS,FCEPL,Output_4,0.031978,0.155055
FOOD & PERSONAL CARE PRODUCTS,FFL,Output_1,0.012223,0.803341
FOOD & PERSONAL CARE PRODUCTS,FFL,Output_2,0.013456,0.782318
FOOD & PERSONAL CARE PRODUCTS,FFL,Output_3,0.018662,0.690275
FOOD & PERSONAL CARE PRODUCTS,FFL,Output_4,0.049916,0.13039
FOOD & PERSONAL CARE PRODUCTS,GLPL,Output_1,0.004735,0.554243
FOOD & PERSONAL CARE PRODUCTS,GLPL,Output_2,0.004821,0.518867
