Sector,Company,Output,MSE,R2
PHARMACEUTICALS,HINOON,Output_2,0.011564,0.473723
PHARMACEUTICALS,HINOON,Output_3,0.015786,0.387081
PHARMACEUTICALS,HINOON,Output_4,0.054252,-0.061075
PHARMACEUTICALS,HPL,Output_1,0.006387,0.626563
PHARMACEUTICALS,HPL,Output_2,0.007014,0.616211
PHARMACEUTICALS,HPL,Output_3,0.009272,0.613235
PHARMACEUTICALS,HPL,Output_4,0.041199,0.473332
PHARMACEUTICALS,IBLHL,Output_1,0.009894,0.892313
PHARMACEUTICALS,IBLHL,Output_2,0.01056,0.884859
PHARMACEUTICALS,IBLHL,Output_3,0.014261,0.841949
PHARMACEUTICALS,IBLHL,Output_4,0.042348,0.301789
PHARMACEUTICALS,LIVEN,Output_1,0.001137,0.216769
PHARMACEUTICALS,LIVEN,Output_2,0.001134,0.217236
PHARMACEUTICALS,LIVEN,Output_3,0.002276,-0.180014
PHARMACEUTICALS,LIVEN,Output_4,0.02314,0.544062
PHARMACEUTICALS,MACTER,Output_1,0.001758,0.524919
PHARMACEUTICALS,MACTER,Output_2,0.002055,0.437203
PHARMACEUTICALS,MACTER,Output_3,0.002548,0.348557
PHARMACEUTICALS,MACTER,Output_4,0.032411,0.497447
PHARMACEUTICALS,OTSU,Output_1,0.00942,0.814923
PHARMACEUTICALS,OTSU,Output_2,0.010477,0.782582
PHARMACEUTICALS,OTSU,Output_3,0.012969,0.665172
PHARMACEUTICALS,OTSU,Output_4,0.022383,-0.218471
PHARMACEUTICALS,SEARL,Output_1,0.004056,0.961297
PHARMACEUTICALS,SEARL,Output_2,0.004548,0.956176
PHARMACEUTICALS,SEARL,Output_3,0.006618,0.932942
PHARMACEUTICALS,SEARL,Output_4,0.029439,0.520829
EXCHANGE TRADED FUNDS,ACIETF,Output_1,0.010064,0.624325
EXCHANGE TRADED FUNDS,ACIETF,Output_2,0.013309,0.504138
EXCHANGE TRADED FUNDS,ACIETF,Output_3,0.017331,0.36648
EXCHANGE TRADED FUNDS,ACIETF,Output_4,0.028804,0.297963
EXCHANGE TRADED FUNDS,HBLTETF,Output_1,0.007349,0.964192
EXCHANGE TRADED FUNDS,HBLTETF,Output_2,0.015143,0.925919
EXCHANGE TRADED FUNDS,HBLTETF,Output_3,0.035958,0.819269
EXCHANGE TRADED FUNDS,HBLTETF,Output_4,0.032135,0.567872
EXCHANGE TRADED FUNDS,JSGBETF,Output_1,0.009949,-0.249673
EXCHANGE TRADED FUNDS,JSGBETF,Output_2,0.01345,-0.832205
EXCHANGE TRADED FUNDS,JSGBETF,Output_3,0.009952,-0.330569
EXCHANGE TRADED FUNDS,JSGBETF,Output_4,0.008134,-0.205676
EXCHANGE TRADED FUNDS,JSMFETF,Output_1,0.039176,0.463704
EXCHANGE TRADED FUNDS,JSMFETF,Output_2,0.039095,0.462013
EXCHANGE TRADED FUNDS,JSMFETF,Output_3,0.047599,0.320609
EXCHANGE TRADED FUNDS,JSMFETF,Output_4,0.071709,-0.508003
EXCHANGE TRADED FUNDS,MIIETF,Output_1,0.0038,-1.019266
EXCHANGE TRADED FUNDS,MIIETF,Output_2,0.006044,-1.054331
EXCHANGE TRADED FUNDS,MIIETF,Output_3,0.011159,0.144752
EXCHANGE TRADED FUNDS,MIIETF,Output_4,0.06961,-10.21401
EXCHANGE TRADED FUNDS,MZNPETF,Output_1,0.006332,0.781422
EXCHANGE TRADED FUNDS,MZNPETF,Output_2,0.006101,0.792854
EXCHANGE TRADED FUNDS,MZNPETF,Output_3,0.00842,0.74043
EXCHANGE TRADED FUNDS,MZNPETF,Output_4,0.045264,0.361074
EXCHANGE TRADED FUNDS,NBPGETF,Output_1,0.005526,0.763846
EXCHANGE TRADED FUNDS,NBPGETF,Output_2,0.007108,0.704355
EXCHANGE TRADED FUNDS,NBPGETF,Output_3,0.011081,0.615241
EXCHANGE TRADED FUNDS,NBPGETF,Output_4,0.024286,0.40113
EXCHANGE TRADED FUNDS,NITGETF,Output_1,0.002527,0.86178
EXCHANGE TRADED FUNDS,NITGETF,Output_2,0.003824,0.796905
EXCHANGE TRADED FUNDS,NITGETF,Output_3,0.005425,0.75784
EXCHANGE TRADED FUNDS,NITGETF,Output_4,0.026188,0.698975
EXCHANGE TRADED FUNDS,UBLPETF,Output_1,0.006025,0.627394
EXCHANGE TRADED FUNDS,UBLPETF,Output_2,0.004777,0.713253
EXCHANGE TRADED FUNDS,UBLPETF,Output_3,0.005869,0.700448
EXCHANGE TRADED FUNDS,UBLPETF,Output_4,0.036393,0.466202
CEMENT,ACPL,Output_1,0.004322,0.803353
CEMENT,ACPL,Output_2,0.004908,0.776475
CEMENT,ACPL,Output_3,0.009042,0.604978
CEMENT,ACPL,Output_4,0.060863,-0.197089
CEMENT,BWCL,Output_1,0.001319,0.876628
CEMENT,BWCL,Output_2,0.001358,0.880387
CEMENT,BWCL,Output_3,0.001991,0.860074
CEMENT,BWCL,Output_4,0.016988,0.67889
CEMENT,CHCC,Output_1,0.003653,0.710593
CEMENT,CHCC,Output_2,0.004783,0.649687
CEMENT,CHCC,Output_3,0.010355,0.471954
CEMENT,CHCC,Output_4,0.048111,0.002384
CEMENT,DBCI,Output_1,0.016445,
CEMENT,DBCI,Output_2,0.021254,
CEMENT,DBCI,Output_3,0.065586,
CEMENT,DBCI,Output_4,0.095531,
CEMENT,DCL,Output_1,0.010864,0.797649
CEMENT,DCL,Output_2,0.01175,0.780513
CEMENT,DCL,Output_3,0.015452,0.704936
CEMENT,DCL,Output_4,0.034665,0.209497
CEMENT,DGKC,Output_1,0.008122,0.868589
CEMENT,DGKC,Output_2,0.009169,0.850751
CEMENT,DGKC,Output_3,0.012839,0.785086
CEMENT,DGKC,Output_4,0.040107,0.309942
CEMENT,DNCC,Output_1,0.020388,0.522527
CEMENT,DNCC,Output_2,0.023504,0.449416
CEMENT,DNCC,Output_3,0.030094,0.293525
CEMENT,DNCC,Output_4,0.043615,-0.152751
CEMENT,FCCL,Output_1,0.002551,0.828723
CEMENT,FCCL,Output_2,0.003178,0.795796
CEMENT,FCCL,Output_3,0.00446,0.756196
CEMENT,FCCL,Output_4,0.030038,0.453542
CEMENT,FECTC,Output_1,0.003956,0.250008
CEMENT,FECTC,Output_2,0.004412,0.206727
CEMENT,FECTC,Output_3,0.008428,0.115103
CEMENT,FECTC,Output_4,0.045392,0.213677
CEMENT,FLYNG,Output_1,0.005756,0.681436
CEMENT,FLYNG,Output_2,0.006651,0.643423
CEMENT,FLYNG,Output_3,0.01095,0.506942
CEMENT,FLYNG,Output_4,0.035999,0.296161
CEMENT,GWLC,Output_1,0.010638,0.684722
CEMENT,GWLC,Output_2,0.011717,0.656713
CEMENT,GWLC,Output_3,0.01561,0.567675
CEMENT,GWLC,Output_4,0.045786,0.063821
CEMENT,KOHC,Output_1,0.004521,0.716118
CEMENT,KOHC,Output_2,0.005158,0.70478
CEMENT,KOHC,Output_3,0.009926,0.61066
CEMENT,KOHC,Output_4,0.035025,0.410274
CEMENT,LUCK,Output_1,0.003626,0.70555
CEMENT,LUCK,Output_2,0.003925,0.683461
CEMENT,LUCK,Output_3,0.005683,0.569338
CEMENT,LUCK,Output_4,0.031394,0.000544
CEMENT,MLCF,Output_1,0.00345,0.806139
CEMENT,MLCF,Output_2,0.00406,0.771862
CEMENT,MLCF,Output_3,0.004948,0.722094
CEMENT,MLCF,Output_4,0.025866,0.115795
CEMENT,PIOC,Output_1,0.00873,0.768557
CEMENT,PIOC,Output_2,0.010181,0.737688
CEMENT,PIOC,Output_3,0.014416,0.663014
CEMENT,PIOC,Output_4,0.06478,0.093742
CEMENT,POWER,Output_1,0.002875,0.910366
CEMENT,POWER,Output_2,0.003385,0.893721
CEMENT,POWER,Output_3,0.003996,0.869072
CEMENT,POWER,Output_4,0.025008,0.289905
CEMENT,POWERPS,Output_1,0.011184,0.458291
CEMENT,POWERPS,Output_2,0.013429,0.340613
CEMENT,POWERPS,Output_3,0.014994,0.250781
CEMENT,POWERPS,Output_4,0.033383,0.117612
CEMENT,SMCPL,Output_1,0.008067,0.719556
CEMENT,SMCPL,Output_2,0.008359,0.713084
CEMENT,SMCPL,Output_3,0.010301,0.66841
CEMENT,SMCPL,Output_4,0.013916,0.572022
CEMENT,THCCL,Output_1,0.001413,0.686968
CEMENT,THCCL,Output_2,0.00183,0.648055
CEMENT,THCCL,Output_3,0.003139,0.647517
CEMENT,THCCL,Output_4,0.039828,0.444519
TEXTILE COMPOSITE,ADMM,Output_1,0.015748,0.712715
TEXTILE COMPOSITE,ADMM,Output_2,0.016739,0.695825
TEXTILE COMPOSITE,ADMM,Output_3,0.018724,0.652037
TEXTILE COMPOSITE,ADMM,Output_4,0.028085,-0.014697
TEXTILE COMPOSITE,ANL,Output_1,0.007509,0.901847
TEXTILE COMPOSITE,ANL,Output_2,0.007885,0.897096
TEXTILE COMPOSITE,ANL,Output_3,0.010751,0.859016
TEXTILE COMPOSITE,ANL,Output_4,0.016582,0.665549
TEXTILE COMPOSITE,ANTM,Output_1,0.050811,-0.756239
TEXTILE COMPOSITE,ANTM,Output_2,0.052158,-1.02061
TEXTILE COMPOSITE,ANTM,Output_3,0.054876,-0.363745
TEXTILE COMPOSITE,ANTM,Output_4,0.045833,-0.574717
TEXTILE COMPOSITE,ARUJ,Output_1,0.040475,-0.020605
TEXTILE COMPOSITE,ARUJ,Output_2,0.046387,-0.176379
TEXTILE COMPOSITE,ARUJ,Output_3,0.065736,-0.765285
TEXTILE COMPOSITE,ARUJ,Output_4,0.063425,-0.721018
TEXTILE COMPOSITE,CHBL,Output_1,0.007684,
TEXTILE COMPOSITE,CHBL,Output_2,0.006449,
TEXTILE COMPOSITE,CHBL,Output_3,0.019071,
TEXTILE COMPOSITE,CHBL,Output_4,0.050768,
TEXTILE COMPOSITE,CRTM,Output_1,0.012905,0.770601
TEXTILE COMPOSITE,CRTM,Output_2,0.01406,0.751101
TEXTILE COMPOSITE,CRTM,Output_3,0.019029,0.667311
TEXTILE COMPOSITE,CRTM,Output_4,0.027015,-0.038448
TEXTILE COMPOSITE,FML,Output_1,0.015835,0.68045
TEXTILE COMPOSITE,FML,Output_2,0.017052,0.65323
TEXTILE COMPOSITE,FML,Output_3,0.022647,0.529398
TEXTILE COMPOSITE,FML,Output_4,0.039571,-0.338711
TEXTILE COMPOSITE,FZCM,Output_1,0.023527,0.720086
TEXTILE COMPOSITE,FZCM,Output_2,0.025912,0.691611
TEXTILE COMPOSITE,FZCM,Output_3,0.033919,0.594956
TEXTILE COMPOSITE,FZCM,Output_4,0.05709,0.221485
TEXTILE COMPOSITE,GATM,Output_1,0.010889,0.881999
TEXTILE COMPOSITE,GATM,Output_2,0.011781,0.87277
TEXTILE COMPOSITE,GATM,Output_3,0.01617,0.827257
TEXTILE COMPOSITE,GATM,Output_4,0.052721,0.375258
TEXTILE COMPOSITE,GFIL,Output_1,0.018667,0.654107
TEXTILE COMPOSITE,GFIL,Output_2,0.021249,0.606557
TEXTILE COMPOSITE,GFIL,Output_3,0.031059,0.424762
TEXTILE COMPOSITE,GFIL,Output_4,0.05752,-0.058436
TEXTILE COMPOSITE,HAEL,Output_1,0.029012,-0.040752
TEXTILE COMPOSITE,HAEL,Output_2,0.031855,-0.099783
TEXTILE COMPOSITE,HAEL,Output_3,0.047127,-0.340131
TEXTILE COMPOSITE,HAEL,Output_4,0.045106,0.054106
TEXTILE COMPOSITE,ILP,Output_1,0.015786,0.664623
TEXTILE COMPOSITE,ILP,Output_2,0.016803,0.642777
TEXTILE COMPOSITE,ILP,Output_3,0.022318,0.524181
TEXTILE COMPOSITE,ILP,Output_4,0.04851,-0.042147
TEXTILE COMPOSITE,INKL,Output_1,0.028832,-0.215902
TEXTILE COMPOSITE,INKL,Output_2,0.030478,-0.280981
TEXTILE COMPOSITE,INKL,Output_3,0.030523,-0.221563
TEXTILE COMPOSITE,INKL,Output_4,0.041418,-2.006612
TEXTILE COMPOSITE,JUBS,Output_1,0.011855,0.614486
TEXTILE COMPOSITE,JUBS,Output_2,0.012419,0.604166
TEXTILE COMPOSITE,JUBS,Output_3,0.015293,0.539192
TEXTILE COMPOSITE,JUBS,Output_4,0.041645,-0.202635
TEXTILE COMPOSITE,KHYT,Output_1,0.048092,-0.864911
TEXTILE COMPOSITE,KHYT,Output_2,0.042284,-1.360108
TEXTILE COMPOSITE,KHYT,Output_3,0.011328,0.396157
TEXTILE COMPOSITE,KHYT,Output_4,0.023461,-3.213252
TEXTILE COMPOSITE,KML,Output_1,0.023926,0.555532
TEXTILE COMPOSITE,KML,Output_2,0.025024,0.535698
TEXTILE COMPOSITE,KML,Output_3,0.037131,0.325458
TEXTILE COMPOSITE,KML,Output_4,0.042561,0.204399
TEXTILE COMPOSITE,KOIL,Output_1,0.006287,0.638598
TEXTILE COMPOSITE,KOIL,Output_2,0.007426,0.572349
TEXTILE COMPOSITE,KOIL,Output_3,0.008871,0.470366
TEXTILE COMPOSITE,KOIL,Output_4,0.021009,0.172488
TEXTILE COMPOSITE,KTML,Output_1,0.003253,0.632421
TEXTILE COMPOSITE,KTML,Output_2,0.003484,0.611988
TEXTILE COMPOSITE,KTML,Output_3,0.004627,0.529685
TEXTILE COMPOSITE,KTML,Output_4,0.027394,0.253231
TEXTILE COMPOSITE,MEHT,Output_1,0.051249,-0.026055
TEXTILE COMPOSITE,MEHT,Output_2,0.055763,-0.109151
TEXTILE COMPOSITE,MEHT,Output_3,0.059034,-0.272506
TEXTILE COMPOSITE,MEHT,Output_4,0.025534,-0.289725
TEXTILE COMPOSITE,MSOT,Output_1,0.015666,0.436281
TEXTILE COMPOSITE,MSOT,Output_2,0.016382,0.415739
TEXTILE COMPOSITE,MSOT,Output_3,0.020633,0.227186
TEXTILE COMPOSITE,MSOT,Output_4,0.022007,-0.151952
TEXTILE COMPOSITE,NCL,Output_1,0.019211,0.823585
TEXTILE COMPOSITE,NCL,Output_2,0.020842,0.808838
TEXTILE COMPOSITE,NCL,Output_3,0.028578,0.738124
TEXTILE COMPOSITE,NCL,Output_4,0.07256,0.254803
TEXTILE COMPOSITE,NML,Output_1,0.010599,0.761076
TEXTILE COMPOSITE,NML,Output_2,0.011255,0.744331
TEXTILE COMPOSITE,NML,Output_3,0.013167,0.692572
TEXTILE COMPOSITE,NML,Output_4,0.040505,0.044434
TEXTILE COMPOSITE,QUET,Output_1,0.018061,0.174427
TEXTILE COMPOSITE,QUET,Output_2,0.021471,0.0248
TEXTILE COMPOSITE,QUET,Output_3,0.036208,-0.271049
TEXTILE COMPOSITE,QUET,Output_4,0.052449,-0.252317
TEXTILE COMPOSITE,REDCO,Output_1,0.002129,-0.042315
TEXTILE COMPOSITE,REDCO,Output_2,0.002429,-0.136319
TEXTILE COMPOSITE,REDCO,Output_3,0.005177,-0.210555
TEXTILE COMPOSITE,REDCO,Output_4,0.051699,-0.090344
TEXTILE COMPOSITE,REWM,Output_1,0.005634,0.329413
TEXTILE COMPOSITE,REWM,Output_2,0.005845,0.283096
TEXTILE COMPOSITE,REWM,Output_3,0.006771,0.060703
TEXTILE COMPOSITE,REWM,Output_4,0.040591,-0.067629
TEXTILE COMPOSITE,SAPT,Output_1,0.011569,0.464551
TEXTILE COMPOSITE,SAPT,Output_2,0.013155,0.389642
TEXTILE COMPOSITE,SAPT,Output_3,0.01857,0.129453
TEXTILE COMPOSITE,SAPT,Output_4,0.030312,-1.029826
TEXTILE COMPOSITE,SFL,Output_1,0.01139,0.74668
TEXTILE COMPOSITE,SFL,Output_2,0.013253,0.705471
TEXTILE COMPOSITE,SFL,Output_3,0.021112,0.528745
TEXTILE COMPOSITE,SFL,Output_4,0.039607,-0.300046
TEXTILE COMPOSITE,STYLERS,Output_1,0.072448,-6.147003
TEXTILE COMPOSITE,STYLERS,Output_2,0.083042,-9.021637
TEXTILE COMPOSITE,STYLERS,Output_3,0.128512,-59.340891
TEXTILE COMPOSITE,STYLERS,Output_4,0.132029,-38.271286
TEXTILE COMPOSITE,SURC,Output_1,0.023395,0.667725
TEXTILE COMPOSITE,SURC,Output_2,0.024861,0.642852
TEXTILE COMPOSITE,SURC,Output_3,0.029848,0.527215
TEXTILE COMPOSITE,SURC,Output_4,0.039236,-1.991901
TEXTILE COMPOSITE,TOWL,Output_1,0.008919,0.619599
TEXTILE COMPOSITE,TOWL,Output_2,0.009608,0.586627
TEXTILE COMPOSITE,TOWL,Output_3,0.012507,0.449023
TEXTILE COMPOSITE,TOWL,Output_4,0.020758,-0.046648
TEXTILE COMPOSITE,ZAHID,Output_1,0.015018,0.297193
TEXTILE COMPOSITE,ZAHID,Output_2,0.017736,0.228803
TEXTILE COMPOSITE,ZAHID,Output_3,0.022595,-0.077453
TEXTILE COMPOSITE,ZAHID,Output_4,0.033968,-0.667396
ENGINEERING,AGHA,Output_1,0.004678,0.898929
ENGINEERING,AGHA,Output_2,0.004769,0.895516
ENGINEERING,AGHA,Output_3,0.006206,0.855288
ENGINEERING,AGHA,Output_4,0.009268,0.53112
ENGINEERING,ASL,Output_1,0.007748,0.907111
ENGINEERING,ASL,Output_2,0.008435,0.899098
ENGINEERING,ASL,Output_3,0.011393,0.864205
ENGINEERING,ASL,Output_4,0.012541,0.792709
ENGINEERING,ASTL,Output_1,0.012499,0.829131
ENGINEERING,ASTL,Output_2,0.012746,0.825636
ENGINEERING,ASTL,Output_3,0.01616,0.776895
ENGINEERING,ASTL,Output_4,0.027767,0.482265
ENGINEERING,BCL,Output_1,0.023641,0.676316
ENGINEERING,BCL,Output_2,0.026106,0.642533
ENGINEERING,BCL,Output_3,0.037587,0.48541
ENGINEERING,BCL,Output_4,0.053458,0.286869
ENGINEERING,BECO,Output_1,0.010623,0.760773
ENGINEERING,BECO,Output_2,0.01162,0.735449
ENGINEERING,BECO,Output_3,0.017718,0.564317
ENGINEERING,BECO,Output_4,0.040138,-2.452866
ENGINEERING,CSAP,Output_1,0.007684,0.749939
ENGINEERING,CSAP,Output_2,0.00836,0.735431
ENGINEERING,CSAP,Output_3,0.012361,0.648257
ENGINEERING,CSAP,Output_4,0.017531,0.685025
ENGINEERING,DADX,Output_1,0.033165,0.261746
ENGINEERING,DADX,Output_2,0.035253,0.212604
ENGINEERING,DADX,Output_3,0.045216,-0.025702
ENGINEERING,DADX,Output_4,0.041479,-0.423855
ENGINEERING,DSL,Output_1,0.009437,0.3287
ENGINEERING,DSL,Output_2,0.010393,0.267026
ENGINEERING,DSL,Output_3,0.013781,0.095967
ENGINEERING,DSL,Output_4,0.033841,-0.525579
ENGINEERING,INIL,Output_1,0.012328,0.81704
ENGINEERING,INIL,Output_2,0.013519,0.799362
ENGINEERING,INIL,Output_3,0.017198,0.745131
ENGINEERING,INIL,Output_4,0.023618,0.599873
ENGINEERING,ISL,Output_1,0.01424,0.762151
ENGINEERING,ISL,Output_2,0.01492,0.750722
ENGINEERING,ISL,Output_3,0.017832,0.702414
ENGINEERING,ISL,Output_4,0.038663,0.328304
ENGINEERING,ITTEFAQ,Output_1,0.007485,0.895769
ENGINEERING,ITTEFAQ,Output_2,0.008323,0.883773
ENGINEERING,ITTEFAQ,Output_3,0.011258,0.838751
ENGINEERING,ITTEFAQ,Output_4,0.019347,0.58485
ENGINEERING,KSBP,Output_1,0.017415,0.613005
ENGINEERING,KSBP,Output_2,0.017993,0.589573
ENGINEERING,KSBP,Output_3,0.021012,0.43635
ENGINEERING,KSBP,Output_4,0.025471,-2.029144
ENGINEERING,MSCL,Output_1,0.023162,0.463348
ENGINEERING,MSCL,Output_2,0.02506,0.42307
ENGINEERING,MSCL,Output_3,0.032017,0.295732
ENGINEERING,MSCL,Output_4,0.062346,0.01378
ENGINEERING,MUGHAL,Output_1,0.016372,0.730724
ENGINEERING,MUGHAL,Output_2,0.017833,0.706469
ENGINEERING,MUGHAL,Output_3,0.022282,0.631838
ENGINEERING,MUGHAL,Output_4,0.028492,0.494838
ENGINEERING,PECO,Output_1,0.015888,0.680015
ENGINEERING,PECO,Output_2,0.018613,0.639366
ENGINEERING,PECO,Output_3,0.025946,0.529909
ENGINEERING,PECO,Output_4,0.055745,-0.152932
INSURANCE,AGIC,Output_1,0.005367,0.677682
INSURANCE,AGIC,Output_2,0.005996,0.640704
INSURANCE,AGIC,Output_3,0.006862,0.58241
INSURANCE,AGIC,Output_4,0.032643,0.286137
INSURANCE,AICL,Output_1,0.008485,0.666063
INSURANCE,AICL,Output_2,0.008433,0.667105
INSURANCE,AICL,Output_3,0.008564,0.664291
INSURANCE,AICL,Output_4,0.020476,0.469398
INSURANCE,ALAC,Output_1,0.008262,0.744566
INSURANCE,ALAC,Output_2,0.00889,0.723858
INSURANCE,ALAC,Output_3,0.010763,0.655447
INSURANCE,ALAC,Output_4,0.018331,0.299804
INSURANCE,ALIFE,Output_1,0.024154,0.625143
INSURANCE,ALIFE,Output_2,0.028428,0.561827
INSURANCE,ALIFE,Output_3,0.036993,0.434574
INSURANCE,ALIFE,Output_4,0.090757,-1.015479
INSURANCE,ATIL,Output_1,0.01985,0.772015
INSURANCE,ATIL,Output_2,0.021929,0.747519
INSURANCE,ATIL,Output_3,0.032123,0.627094
INSURANCE,ATIL,Output_4,0.064215,0.228294
INSURANCE,CENI,Output_1,0.006669,0.381213
INSURANCE,CENI,Output_2,0.007781,0.315434
INSURANCE,CENI,Output_3,0.011066,0.250156
INSURANCE,CENI,Output_4,0.056531,0.171451
INSURANCE,CSIL,Output_1,0.012366,0.738345
INSURANCE,CSIL,Output_2,0.013825,0.707149
INSURANCE,CSIL,Output_3,0.017094,0.634077
INSURANCE,CSIL,Output_4,0.032215,0.335942
INSURANCE,EFUG,Output_1,0.004539,0.890452
INSURANCE,EFUG,Output_2,0.004713,0.885277
INSURANCE,EFUG,Output_3,0.010338,0.745154
INSURANCE,EFUG,Output_4,0.040829,0.148482
INSURANCE,EFUL,Output_1,0.006236,0.262396
INSURANCE,EFUL,Output_2,0.006674,0.197548
INSURANCE,EFUL,Output_3,0.00698,0.151145
INSURANCE,EFUL,Output_4,0.034143,-0.330001
INSURANCE,HICL,Output_1,0.006993,0.7203
INSURANCE,HICL,Output_2,0.007577,0.690795
INSURANCE,HICL,Output_3,0.009444,0.584104
INSURANCE,HICL,Output_4,0.032302,0.044985
INSURANCE,IGIHL,Output_1,0.007026,0.861804
INSURANCE,IGIHL,Output_2,0.007717,0.846882
INSURANCE,IGIHL,Output_3,0.011521,0.760693
INSURANCE,IGIHL,Output_4,0.028373,0.282046
INSURANCE,IGIL,Output_1,0.014996,0.844706
INSURANCE,IGIL,Output_2,0.01607,0.830863
INSURANCE,IGIL,Output_3,0.019513,0.77533
INSURANCE,IGIL,Output_4,0.034507,-0.065077
INSURANCE,JGICL,Output_1,0.015774,0.601175
INSURANCE,JGICL,Output_2,0.017025,0.568793
INSURANCE,JGICL,Output_3,0.022484,0.425726
INSURANCE,JGICL,Output_4,0.046869,0.175503
INSURANCE,JLICL,Output_1,0.004284,0.921232
INSURANCE,JLICL,Output_2,0.003972,0.925009
INSURANCE,JLICL,Output_3,0.005805,0.878811
INSURANCE,JLICL,Output_4,0.022135,-0.002048
INSURANCE,PAKRI,Output_1,0.008016,0.917145
INSURANCE,PAKRI,Output_2,0.008999,0.906064
INSURANCE,PAKRI,Output_3,0.014634,0.840412
INSURANCE,PAKRI,Output_4,0.034602,0.431406
INSURANCE,PIL,Output_1,0.006202,0.698331
INSURANCE,PIL,Output_2,0.00753,0.634831
INSURANCE,PIL,Output_3,0.011059,0.466992
INSURANCE,PIL,Output_4,0.031815,0.094578
INSURANCE,PINL,Output_1,0.022176,0.446238
INSURANCE,PINL,Output_2,0.024949,0.374577
INSURANCE,PINL,Output_3,0.029891,0.241295
INSURANCE,PINL,Output_4,0.038108,-0.158218
INSURANCE,PKGI,Output_1,0.02194,0.37149
INSURANCE,PKGI,Output_2,0.024995,0.295813
INSURANCE,PKGI,Output_3,0.030899,0.182641
INSURANCE,PKGI,Output_4,0.057421,-0.596396
INSURANCE,RICL,Output_1,0.006696,0.391749
INSURANCE,RICL,Output_2,0.007444,0.34303
INSURANCE,RICL,Output_3,0.008133,0.384722
INSURANCE,RICL,Output_4,0.031262,0.164557
INSURANCE,SHNI,Output_1,0.005304,0.656878
INSURANCE,SHNI,Output_2,0.006211,0.602153
INSURANCE,SHNI,Output_3,0.00951,0.441976
INSURANCE,SHNI,Output_4,0.040994,0.16046
INSURANCE,TPLI,Output_1,0.008673,0.842601
INSURANCE,TPLI,Output_2,0.009348,0.831767
INSURANCE,TPLI,Output_3,0.013339,0.765795
INSURANCE,TPLI,Output_4,0.022717,0.448466
INSURANCE,UNIC,Output_1,0.003987,0.874911
INSURANCE,UNIC,Output_2,0.004749,0.856347
INSURANCE,UNIC,Output_3,0.006503,0.824228
INSURANCE,UNIC,Output_4,0.029402,0.562541
INSURANCE,UVIC,Output_1,0.011314,0.494105
INSURANCE,UVIC,Output_2,0.01247,0.447332
INSURANCE,UVIC,Output_3,0.01502,0.386109
INSURANCE,UVIC,Output_4,0.041951,0.211945
AUTOMOBILE PARTS & ACCESSORIES,AGIL,Output_1,0.012669,0.851804
AUTOMOBILE PARTS & ACCESSORIES,AGIL,Output_2,0.01334,0.843475
AUTOMOBILE PARTS & ACCESSORIES,AGIL,Output_3,0.016071,0.808004
AUTOMOBILE PARTS & ACCESSORIES,AGIL,Output_4,0.045536,0.264401
AUTOMOBILE PARTS & ACCESSORIES,ATBA,Output_1,0.009345,0.712004
AUTOMOBILE PARTS & ACCESSORIES,ATBA,Output_2,0.01043,0.681788
AUTOMOBILE PARTS & ACCESSORIES,ATBA,Output_3,0.014435,0.584308
AUTOMOBILE PARTS & ACCESSORIES,ATBA,Output_4,0.021411,0.52506
AUTOMOBILE PARTS & ACCESSORIES,BELA,Output_1,0.010669,0.044467
AUTOMOBILE PARTS & ACCESSORIES,BELA,Output_2,0.018873,0.182922
AUTOMOBILE PARTS & ACCESSORIES,BELA,Output_3,0.022606,0.154395
AUTOMOBILE PARTS & ACCESSORIES,BELA,Output_4,0.011042,-5.725572
AUTOMOBILE PARTS & ACCESSORIES,BWHL,Output_1,0.013484,0.798482
AUTOMOBILE PARTS & ACCESSORIES,BWHL,Output_2,0.013711,0.795115
AUTOMOBILE PARTS & ACCESSORIES,BWHL,Output_3,0.019089,0.71461
AUTOMOBILE PARTS & ACCESSORIES,BWHL,Output_4,0.05604,0.161082
AUTOMOBILE PARTS & ACCESSORIES,DWAE,Output_1,0.017101,
AUTOMOBILE PARTS & ACCESSORIES,DWAE,Output_2,0.015351,
AUTOMOBILE PARTS & ACCESSORIES,DWAE,Output_3,0.024433,
AUTOMOBILE PARTS & ACCESSORIES,DWAE,Output_4,0.101366,
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,Output_1,0.017725,0.541862
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,Output_2,0.0198,0.499459
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,Output_3,0.023438,0.474996
AUTOMOBILE PARTS & ACCESSORIES,EXIDE,Output_4,0.031696,0.520547
AUTOMOBILE PARTS & ACCESSORIES,GTYR,Output_1,0.011986,0.849289
AUTOMOBILE PARTS & ACCESSORIES,GTYR,Output_2,0.012453,0.843165
AUTOMOBILE PARTS & ACCESSORIES,GTYR,Output_3,0.017044,0.782555
AUTOMOBILE PARTS & ACCESSORIES,GTYR,Output_4,0.028946,0.42342
AUTOMOBILE PARTS & ACCESSORIES,LOADS,Output_1,0.009012,0.836768
AUTOMOBILE PARTS & ACCESSORIES,LOADS,Output_2,0.009581,0.825478
AUTOMOBILE PARTS & ACCESSORIES,LOADS,Output_3,0.012406,0.76714
AUTOMOBILE PARTS & ACCESSORIES,LOADS,Output_4,0.02136,0.595403
