symbol,href,name,sector_id,listed_in,sector_name,,ACI,ALLSHR,BKTI,JSGBKTI,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,OGTI,PSXDIV20,UPP9,data-link
OBOY,https://dps.psx.com.pk/company/OBOY,Oilboy Energy Limited,0821,"ALLSHR,KMIALLSHR",OIL & GAS MARKETING COMPANIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/OBOY
JATM,https://dps.psx.com.pk/company/JATM,J.A. Textile Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JATM
JSML,https://dps.psx.com.pk/company/JSML,Jauharabad Sugar Mills Limited,0826,"ALLSHR,KMIALLSHR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JSML
EFUL,https://dps.psx.com.pk/company/EFUL,EFU Life Assurance Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/EFUL
SAIF,https://dps.psx.com.pk/company/SAIF,Saif Textile Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SAIF
ATBA,https://dps.psx.com.pk/company/ATBA,Atlas Battery Limited,0802,"ALLSHR,KMIALLSHR",AUTOMOBILE PARTS & ACCESSORIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ATBA
ORM,https://dps.psx.com.pk/company/ORM,Orient Rental Mod,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ORM
GADT,https://dps.psx.com.pk/company/GADT,Gadoon Textile Mills Limited,0830,"ALLSHR,KSE100,KSE100PR",TEXTILE SPINNING,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GADT
INDU,https://dps.psx.com.pk/company/INDU,Indus Motor Company Limited,0801,"ALLSHR,KSE100,KSE100PR",AUTOMOBILE ASSEMBLER,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/INDU
SNAI,https://dps.psx.com.pk/company/SNAI,Sana Industries Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SNAI
GUSM,https://dps.psx.com.pk/company/GUSM,Gulistan Spinning Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GUSM
PKGI,https://dps.psx.com.pk/company/PKGI,The Pakistan General Insurance Co. Ltd.,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PKGI
ATIL,https://dps.psx.com.pk/company/ATIL,Atlas Insurance Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ATIL
UDLI,https://dps.psx.com.pk/company/UDLI,UDL International Limited,0818,ALLSHR,MISCELLANEOUS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/UDLI
RUPL,https://dps.psx.com.pk/company/RUPL,Rupali Polyester Limited,0827,"ALLSHR,KMIALLSHR",SYNTHETIC & RAYON,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/RUPL
PASM,https://dps.psx.com.pk/company/PASM,Paramount Spinning Mills Limited,0829,ALLSHR,TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PASM
THALL,https://dps.psx.com.pk/company/THALL,Thal Limited,0802,"ALLSHR,KSE100,KSE100PR",AUTOMOBILE PARTS & ACCESSORIES,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/THALL
DWAE,https://dps.psx.com.pk/company/DWAE,Dewan Automotive Engineering Limited,0802,ALLSHR,AUTOMOBILE PARTS & ACCESSORIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/DWAE
LSECL,https://dps.psx.com.pk/company/LSECL,LSE Capital Limited.,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/LSECL
AGTL,https://dps.psx.com.pk/company/AGTL,Al-Ghazi Tractors Limited,0801,"ALLSHR,KMIALLSHR",AUTOMOBILE ASSEMBLER,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AGTL
LSEFSL,https://dps.psx.com.pk/company/LSEFSL,LSE Financial Services Limited.,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/LSEFSL
NBPGETF,https://dps.psx.com.pk/etf/NBPGETF,NBP Pakistan  Growth ETF,0837,,EXCHANGE TRADED FUNDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NBPGETF
ALNRS,https://dps.psx.com.pk/company/ALNRS,Al-Noor Sugar Mills Limited,0826,"ALLSHR,KMIALLSHR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ALNRS
JDMT,https://dps.psx.com.pk/company/JDMT,Janana De Malucho Textile Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JDMT
COLG,https://dps.psx.com.pk/company/COLG,Colgate-Palmolive (Pakistan) Limited,0810,"ALLSHR,KSE100,KSE100PR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/COLG
CASH,https://dps.psx.com.pk/company/CASH,Calcorp Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CASH
ADMM,https://dps.psx.com.pk/company/ADMM,Artistic Denim Mills Limited,0829,ALLSHR,TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ADMM
SBL,https://dps.psx.com.pk/company/SBL,Samba Bank Limited,0807,ALLSHR,COMMERCIAL BANKS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SBL
WAFI,https://dps.psx.com.pk/company/WAFI,Wafi Energy Pakistan Limited,0821,"ALLSHR,KMIALLSHR",OIL & GAS MARKETING COMPANIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/WAFI
LPGL,https://dps.psx.com.pk/company/LPGL,Leiner Pak Gelatine Limited,0805,"ALLSHR,KMIALLSHR",CHEMICAL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/LPGL
PIL,https://dps.psx.com.pk/company/PIL,PICIC Insurance Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PIL
BFMOD,https://dps.psx.com.pk/company/BFMOD,B.F. Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BFMOD
DADX,https://dps.psx.com.pk/company/DADX,Dadex Eternit Limited,0808,"ALLSHR,KMIALLSHR",ENGINEERING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/DADX
HAEL,https://dps.psx.com.pk/company/HAEL,Hala Enterprises Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HAEL
GOC,https://dps.psx.com.pk/company/GOC,GOC (Pak) Limited.,0818,"ALLSHR,KMIALLSHR",MISCELLANEOUS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GOC
IDRT,https://dps.psx.com.pk/company/IDRT,Idrees Textile Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/IDRT
BPL,https://dps.psx.com.pk/company/BPL,Burshane LPG (Pakistan) Limited,0821,"ALLSHR,KMIALLSHR",OIL & GAS MARKETING COMPANIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BPL
PGLC,https://dps.psx.com.pk/company/PGLC,Pak-Gulf Leasing Company Limited,0815,"ALLSHR,KSE100,KSE100PR",LEASING COMPANIES,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PGLC
ALIFE,https://dps.psx.com.pk/company/ALIFE,Adamjee Life Assurance Company Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ALIFE
GEMPACRA,https://dps.psx.com.pk/company/GEMPACRA,The Pakistan Credit Rating Agency Ltd,0818,ALLSHR,MISCELLANEOUS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GEMPACRA
OLPL,https://dps.psx.com.pk/company/OLPL,OLP Financial Services Pakistan Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/OLPL
MACTER,https://dps.psx.com.pk/company/MACTER,Macter International Limited,0823,"ALLSHR,KMIALLSHR",PHARMACEUTICALS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MACTER
MFL,https://dps.psx.com.pk/company/MFL,Matco Foods Limited,0810,ALLSHR,FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MFL
OLPM,https://dps.psx.com.pk/company/OLPM,OLP Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/OLPM
QUET,https://dps.psx.com.pk/company/QUET,Quetta Textile Mills Limited,0829,ALLSHR,TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/QUET
TOWL,https://dps.psx.com.pk/company/TOWL,Towellers Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TOWL
GEMPAPL,https://dps.psx.com.pk/company/GEMPAPL,Pak Agro Packaging Limited(GEM),0822,"ALLSHR,KMIALLSHR","PAPER, BOARD & PACKAGING",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GEMPAPL
FEROZ,https://dps.psx.com.pk/company/FEROZ,Ferozsons Laboratories Limited,0823,"ALLSHR,KMIALLSHR",PHARMACEUTICALS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FEROZ
EFUG,https://dps.psx.com.pk/company/EFUG,EFU General Insurance Limited,0812,"ALLSHR,KSE100,KSE100PR",INSURANCE,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/EFUG
NEXT,https://dps.psx.com.pk/company/NEXT,Next Capital Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NEXT
FTMM,https://dps.psx.com.pk/company/FTMM,First Treet Manufacturing Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FTMM
PAKT,https://dps.psx.com.pk/company/PAKT,Pakistan Tobacco Company Limited,0832,"ALLSHR,KSE100,KSE100PR",TOBACCO,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PAKT
PRWM,https://dps.psx.com.pk/company/PRWM,Prosperity Weaving Mills Limited,0831,ALLSHR,TEXTILE WEAVING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PRWM
LEUL,https://dps.psx.com.pk/company/LEUL,Leather Up Limited,0816,"ALLSHR,KMIALLSHR",LEATHER & TANNERIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/LEUL
FECM,https://dps.psx.com.pk/company/FECM,First Elite Capital Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FECM
FCEL,https://dps.psx.com.pk/company/FCEL,First Capital Equities Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FCEL
JSIL,https://dps.psx.com.pk/company/JSIL,JS Investments Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JSIL
POML,https://dps.psx.com.pk/company/POML,Punjab Oil Mills Limited,0834,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",VANASPATI & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/POML
AGIC,https://dps.psx.com.pk/company/AGIC,Askari General Insurance Company Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AGIC
PPVC,https://dps.psx.com.pk/company/PPVC,Pakistan PVC Limited,0805,ALLSHR,CHEMICAL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PPVC
BWCL,https://dps.psx.com.pk/company/BWCL,Bestway Cement Limited,0804,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",CEMENT,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BWCL
REDCO,https://dps.psx.com.pk/company/REDCO,Redco Textiles Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/REDCO
HINOON,https://dps.psx.com.pk/company/HINOON,Highnoon Laboratories Limited,0823,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",PHARMACEUTICALS,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HINOON
APL,https://dps.psx.com.pk/company/APL,Attock Petroleum Limited,0821,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",OIL & GAS MARKETING COMPANIES,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/APL
FTSM,https://dps.psx.com.pk/company/FTSM,First Tri-Star Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FTSM
SUTM,https://dps.psx.com.pk/company/SUTM,Sunrays Textile Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SUTM
ESBL,https://dps.psx.com.pk/company/ESBL,Escorts Investment Bank Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ESBL
ABOT,https://dps.psx.com.pk/company/ABOT,Abbott Laboratories (Pakistan) Limited,0823,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",PHARMACEUTICALS,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ABOT
HUSI,https://dps.psx.com.pk/company/HUSI,Husein Industries Limited,0838,ALLSHR,PROPERTY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HUSI
TPLRF1,https://dps.psx.com.pk/company/TPLRF1,TPL REIT Fund I,0836,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",REAL ESTATE INVESTMENT TRUST,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TPLRF1
MUREB,https://dps.psx.com.pk/company/MUREB,Murree Brewery Company Limited,0810,"ALLSHR,KSE100,KSE100PR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MUREB
AMBL,https://dps.psx.com.pk/company/AMBL,Apna Microfinance Bank Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AMBL
EXIDE,https://dps.psx.com.pk/company/EXIDE,Exide Pakistan Limited,0802,"ALLSHR,KMIALLSHR",AUTOMOBILE PARTS & ACCESSORIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/EXIDE
SML,https://dps.psx.com.pk/company/SML,Shakarganj Limited,0826,ALLSHR,SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SML
OTSU,https://dps.psx.com.pk/company/OTSU,Otsuka Pakistan Limited,0823,ALLSHR,PHARMACEUTICALS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/OTSU
RUBY,https://dps.psx.com.pk/company/RUBY,Ruby Textile Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/RUBY
TICL,https://dps.psx.com.pk/company/TICL,The Thal Industries Corporation Limited,0826,"ALLSHR,KMIALLSHR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TICL
PIM,https://dps.psx.com.pk/company/PIM,Popular Islamic Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PIM
AHTM,https://dps.psx.com.pk/company/AHTM,Ahmad Hassan Textile Mills Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AHTM
BUXL,https://dps.psx.com.pk/company/BUXL,Buxly Paints Limited,0805,"ALLSHR,KMIALLSHR",CHEMICAL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BUXL
ASHT,https://dps.psx.com.pk/company/ASHT,Ashfaq Textile Mills Limited,0831,"ALLSHR,KMIALLSHR",TEXTILE WEAVING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ASHT
ARPAK,https://dps.psx.com.pk/company/ARPAK,Arpak International Investments Ltd.,0818,ALLSHR,MISCELLANEOUS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ARPAK
FSWL,https://dps.psx.com.pk/company/FSWL,Fateh Sports Wear Limited,0829,ALLSHR,TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FSWL
DLL,https://dps.psx.com.pk/company/DLL,Dawood Lawrencepur Limited,0813,"ALLSHR,KMIALLSHR",INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/DLL
JSGBETF,https://dps.psx.com.pk/etf/JSGBETF,JS Global Banking Sector(ETF),0837,,EXCHANGE TRADED FUNDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JSGBETF
NESTLE,https://dps.psx.com.pk/company/NESTLE,Nestle Pakistan Limited,0810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NESTLE
DAAG,https://dps.psx.com.pk/company/DAAG,Data Agro Limited,0805,"ALLSHR,KMIALLSHR",CHEMICAL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/DAAG
MEHT,https://dps.psx.com.pk/company/MEHT,Mehmood Textile Mills Limited,0829,"ALLSHR,KSE100,KSE100PR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MEHT
ARCTM,https://dps.psx.com.pk/company/ARCTM,Arctic Textile Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ARCTM
MUGHALC,https://dps.psx.com.pk/company/MUGHALC,Mughal Iron & Steel Industries Ltd(C),0808,ALLSHR,ENGINEERING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MUGHALC
NITGETF,https://dps.psx.com.pk/etf/NITGETF,NIT Pakistan Gateway ETF,0837,,EXCHANGE TRADED FUNDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NITGETF
STJT,https://dps.psx.com.pk/company/STJT,Shahtaj Textile Limited,0831,"ALLSHR,KMIALLSHR",TEXTILE WEAVING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/STJT
SZTM,https://dps.psx.com.pk/company/SZTM,Shahzad Textile Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SZTM
NAGC,https://dps.psx.com.pk/company/NAGC,Nagina Cotton Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NAGC
GFIL,https://dps.psx.com.pk/company/GFIL,Ghazi Fabrics International Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GFIL
DIIL,https://dps.psx.com.pk/company/DIIL,Diamond Industries Limited,0818,ALLSHR,MISCELLANEOUS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/DIIL
MCBIM,https://dps.psx.com.pk/company/MCBIM,MCB Investment Management Limited.,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MCBIM
FRCL,https://dps.psx.com.pk/company/FRCL,Frontier Ceramics Limited,0811,"ALLSHR,KMIALLSHR",GLASS & CERAMICS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FRCL
JSGCL,https://dps.psx.com.pk/company/JSGCL,JS Global Capital Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JSGCL
NCML,https://dps.psx.com.pk/company/NCML,Nazir Cotton Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NCML
STML,https://dps.psx.com.pk/company/STML,Shams Textile Mills Limited,0829,"ALLSHR,KMIALLSHR",TEXTILE COMPOSITE,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/STML
SHSML,https://dps.psx.com.pk/company/SHSML,Shahmurad Sugar Mills Limited,0826,"ALLSHR,KMIALLSHR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SHSML
PAKL,https://dps.psx.com.pk/company/PAKL,Pak Leather Crafts Limited,0816,ALLSHR,LEATHER & TANNERIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PAKL
SARC,https://dps.psx.com.pk/company/SARC,Sardar Chemical Industries Limited,0805,"ALLSHR,KMIALLSHR",CHEMICAL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SARC
IDSM,https://dps.psx.com.pk/company/IDSM,Ideal Spinning Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/IDSM
