symbol,href,name,sector_id,listed_in,sector_name,,ACI,ALLSHR,BKTI,JSGBKTI,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,OGTI,PSXDIV20,UPP9,data-link
UNITY,https://dps.psx.com.pk/company/UNITY,Unity Foods Limited,0810,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR",FOOD & PERSONAL CARE PRODUCTS,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/UNITY
LUCK,https://dps.psx.com.pk/company/LUCK,Lucky Cement Limited,0804,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,UPP9",CEMENT,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,https://dps.psx.com.pk/timeseries/eod/LUCK
SKRS,https://dps.psx.com.pk/company/SKRS,Sakrand Sugar Mills Limited,0826,ALLSHR,SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SKRS
JSMFETF,https://dps.psx.com.pk/etf/JSMFETF,JS Momentum Factor Exchange Traded Fund,0837,,EXCHANGE TRADED FUNDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JSMFETF
AGL,https://dps.psx.com.pk/company/AGL,Agritech Limited,0809,"ALLSHR,KSE100,KSE100PR",FERTILIZER,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AGL
HCAR,https://dps.psx.com.pk/company/HCAR,Honda Atlas Cars (Pakistan) Limited,0801,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR",AUTOMOBILE ASSEMBLER,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HCAR
FCL,https://dps.psx.com.pk/company/FCL,Fast Cables Limited,0803,"ALLSHR,KMIALLSHR",CABLE & ELECTRICAL GOODS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FCL
EPCL,https://dps.psx.com.pk/company/EPCL,Engro Polymer & Chemicals Limited,0805,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",CHEMICAL,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/EPCL
NML,https://dps.psx.com.pk/company/NML,Nishat Mills Limited,0829,"ACI,ALLSHR,JSMFI,KMIALLSHR,KSE100,KSE100PR,MII30",TEXTILE COMPOSITE,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NML
SHDT,https://dps.psx.com.pk/company/SHDT,Shadab Textile Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SHDT
FABL,https://dps.psx.com.pk/company/FABL,Faysal Bank Limited,0807,"ALLSHR,BKTI,JSGBKTI,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,MII30,PSXDIV20",COMMERCIAL BANKS,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,https://dps.psx.com.pk/timeseries/eod/FABL
EFERT,https://dps.psx.com.pk/company/EFERT,Engro Fertilizers Limited,0809,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,NBPPGI,NITPGI,PSXDIV20,UPP9",FERTILIZER,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,https://dps.psx.com.pk/timeseries/eod/EFERT
SYS,https://dps.psx.com.pk/company/SYS,Systems Limited,0828,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,NBPPGI,UPP9",TECHNOLOGY & COMMUNICATION,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,https://dps.psx.com.pk/timeseries/eod/SYS
LIVEN,https://dps.psx.com.pk/company/LIVEN,Liven Pharma Limited,0823,"ALLSHR,KMIALLSHR",PHARMACEUTICALS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/LIVEN
BAFL,https://dps.psx.com.pk/company/BAFL,Bank Alfalah Limited,0807,"ALLSHR,BKTI,JSGBKTI,KSE100,KSE100PR,PSXDIV20",COMMERCIAL BANKS,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,https://dps.psx.com.pk/timeseries/eod/BAFL
JSBL,https://dps.psx.com.pk/company/JSBL,JS Bank Limited,0807,ALLSHR,COMMERCIAL BANKS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JSBL
LOTCHEM,https://dps.psx.com.pk/company/LOTCHEM,Lotte Chemical Pakistan Limited,0805,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",CHEMICAL,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/LOTCHEM
UCAPM,https://dps.psx.com.pk/company/UCAPM,Unicap Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/UCAPM
PKGS,https://dps.psx.com.pk/company/PKGS,Packages Limited,0822,"ALLSHR,KMIALLSHR,KSE100,KSE100PR","PAPER, BOARD & PACKAGING",0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PKGS
TOMCL,https://dps.psx.com.pk/company/TOMCL,The Organic Meat Company Limited,0810,"ALLSHR,KMI30,KMIALLSHR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TOMCL
GCIL,https://dps.psx.com.pk/company/GCIL,Ghani Chemical Industries Limited,0805,"ALLSHR,KMIALLSHR",CHEMICAL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GCIL
ABL,https://dps.psx.com.pk/company/ABL,Allied Bank Limited,0807,"ALLSHR,KSE100,KSE100PR",COMMERCIAL BANKS,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ABL
MARI,https://dps.psx.com.pk/company/MARI,Mari Energies Limited,0820,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NITPGI,OGTI",OIL & GAS EXPLORATION COMPANIES,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,https://dps.psx.com.pk/timeseries/eod/MARI
MEBL,https://dps.psx.com.pk/company/MEBL,Meezan Bank Limited,0807,"ALLSHR,BKTI,JSGBKTI,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,NBPPGI,NITPGI,PSXDIV20,UPP9",COMMERCIAL BANKS,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,https://dps.psx.com.pk/timeseries/eod/MEBL
GHNI,https://dps.psx.com.pk/company/GHNI,Ghandhara Industries Limited,0801,"ALLSHR,KMI30,KMIALLSHR,KSE30",AUTOMOBILE ASSEMBLER,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GHNI
INIL,https://dps.psx.com.pk/company/INIL,International Industries Limited,0808,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR",ENGINEERING,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/INIL
PICT,https://dps.psx.com.pk/company/PICT,Pakistan International Container,0833,ALLSHR,TRANSPORT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PICT
BWHL,https://dps.psx.com.pk/company/BWHL,Baluchistan Wheels Limited,0802,"ALLSHR,KMIALLSHR",AUTOMOBILE PARTS & ACCESSORIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BWHL
IBLHL,https://dps.psx.com.pk/company/IBLHL,IBL HealthCare Limited,0823,"ALLSHR,KMIALLSHR",PHARMACEUTICALS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/IBLHL
FCEPL,https://dps.psx.com.pk/company/FCEPL,Frieslandcampina Engro Pakistan Limited,0810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FCEPL
JSCLPSA,https://dps.psx.com.pk/company/JSCLPSA,Jahangir Sidd(Pref),0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JSCLPSA
SHNI,https://dps.psx.com.pk/company/SHNI,Shaheen Insurance Company Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SHNI
BAHL,https://dps.psx.com.pk/company/BAHL,Bank AL Habib Limited,0807,"ALLSHR,BKTI,JSGBKTI,KSE100,KSE100PR,KSE30,NBPPGI,NITPGI,PSXDIV20",COMMERCIAL BANKS,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,https://dps.psx.com.pk/timeseries/eod/BAHL
GGGL,https://dps.psx.com.pk/company/GGGL,Ghani Global Glass Limited,0811,"ALLSHR,KMIALLSHR",GLASS & CERAMICS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GGGL
IGIHL,https://dps.psx.com.pk/company/IGIHL,IGI Holdings Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/IGIHL
UNIC,https://dps.psx.com.pk/company/UNIC,The United Insurance Company,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/UNIC
DCR,https://dps.psx.com.pk/company/DCR,Dolmen City REIT,0836,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",REAL ESTATE INVESTMENT TRUST,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/DCR
CSIL,https://dps.psx.com.pk/company/CSIL,Crescent Star Insurance Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CSIL
IMS,https://dps.psx.com.pk/company/IMS,Intermarket Securities Limited,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/IMS
ASTL,https://dps.psx.com.pk/company/ASTL,Amreli Steels Limited,0808,ALLSHR,ENGINEERING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ASTL
ASC,https://dps.psx.com.pk/company/ASC,Al Shaheer Corporation Limited,0810,ALLSHR,FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ASC
AIRLINK,https://dps.psx.com.pk/company/AIRLINK,Air Link Communication Limited,0828,"ALLSHR,KSE100,KSE100PR,KSE30",TECHNOLOGY & COMMUNICATION,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AIRLINK
HIRAT,https://dps.psx.com.pk/company/HIRAT,Hira Textile Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HIRAT
UDPL,https://dps.psx.com.pk/company/UDPL,United Distributors Pakistan Limited,0818,"ALLSHR,KMIALLSHR",MISCELLANEOUS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/UDPL
KHTC,https://dps.psx.com.pk/company/KHTC,Khyber Tobacco Company Limited,0832,ALLSHR,TOBACCO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/KHTC
OCTOPUS,https://dps.psx.com.pk/company/OCTOPUS,Octopus Digital Limited,0828,"ALLSHR,KMI30,KMIALLSHR",TECHNOLOGY & COMMUNICATION,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/OCTOPUS
ATRL,https://dps.psx.com.pk/company/ATRL,Attock Refinery Limited,0825,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI",REFINERY,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ATRL
NRL,https://dps.psx.com.pk/company/NRL,National Refinery Limited,0825,ALLSHR,REFINERY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NRL
CLVL,https://dps.psx.com.pk/company/CLVL,Cordoba Logistics & Ventures Limited,0833,"ALLSHR,KMIALLSHR",TRANSPORT,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CLVL
MACFL,https://dps.psx.com.pk/company/MACFL,MACPAC Films Limited,0822,"ALLSHR,KMIALLSHR","PAPER, BOARD & PACKAGING",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MACFL
ECOP,https://dps.psx.com.pk/company/ECOP,Ecopack Limited,0818,"ALLSHR,KMIALLSHR",MISCELLANEOUS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ECOP
ILP,https://dps.psx.com.pk/company/ILP,Interloop Limited,0829,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",TEXTILE COMPOSITE,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ILP
EMCO,https://dps.psx.com.pk/company/EMCO,Emco Industries Limited,0803,"ALLSHR,KMIALLSHR",CABLE & ELECTRICAL GOODS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/EMCO
ISL,https://dps.psx.com.pk/company/ISL,International Steels Limited,0808,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR",ENGINEERING,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ISL
FFC,https://dps.psx.com.pk/company/FFC,Fauji Fertilizer Company Limited,0809,"ALLSHR,KSE100,KSE100PR,KSE30,NBPPGI,NITPGI,PSXDIV20,UPP9",FERTILIZER,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,https://dps.psx.com.pk/timeseries/eod/FFC
AICL,https://dps.psx.com.pk/company/AICL,Adamjee Insurance Company Limited,0812,"ALLSHR,KSE100,KSE100PR,PSXDIV20",INSURANCE,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,https://dps.psx.com.pk/timeseries/eod/AICL
BGL,https://dps.psx.com.pk/company/BGL,Baluchistan Glass Limited,0811,"ALLSHR,KMIALLSHR",GLASS & CERAMICS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BGL
AMTEX,https://dps.psx.com.pk/company/AMTEX,Amtex Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AMTEX
FANM,https://dps.psx.com.pk/company/FANM,First Al-Noor Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FANM
FLYNG,https://dps.psx.com.pk/company/FLYNG,Flying Cement Company Limited,0804,"ALLSHR,KMIALLSHR",CEMENT,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FLYNG
NETSOL,https://dps.psx.com.pk/company/NETSOL,NetSol Technologies Limited,0828,"ALLSHR,KMI30,KMIALLSHR,KSE30",TECHNOLOGY & COMMUNICATION,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NETSOL
GTYR,https://dps.psx.com.pk/company/GTYR,Ghandhara Tyre & Rubber Company Limited,0802,"ALLSHR,KMIALLSHR,PSXDIV20",AUTOMOBILE PARTS & ACCESSORIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,https://dps.psx.com.pk/timeseries/eod/GTYR
JSCL,https://dps.psx.com.pk/company/JSCL,Jahangir Siddiqui & Co. Ltd.,0813,ALLSHR,INV. BANKS / INV. COS. / SECURITIES COS.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JSCL
PIOC,https://dps.psx.com.pk/company/PIOC,Pioneer Cement Limited,0804,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,MII30",CEMENT,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PIOC
HTL,https://dps.psx.com.pk/company/HTL,Hi-Tech Lubricants Limited,0821,"ALLSHR,KMIALLSHR",OIL & GAS MARKETING COMPANIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/HTL
CWSM,https://dps.psx.com.pk/company/CWSM,Chakwal Spinning Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CWSM
NATF,https://dps.psx.com.pk/company/NATF,National Foods Limited,0810,"ALLSHR,JSMFI,KMIALLSHR,KSE100,KSE100PR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/NATF
SPEL,https://dps.psx.com.pk/company/SPEL,SPEL Limited,0822,"ALLSHR,KMIALLSHR","PAPER, BOARD & PACKAGING",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SPEL
ZAL,https://dps.psx.com.pk/company/ZAL,Zarea Limited,0828,ALLSHR,TECHNOLOGY & COMMUNICATION,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/ZAL
FHAM,https://dps.psx.com.pk/company/FHAM,First Habib Modaraba,0819,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",MODARABAS,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FHAM
QUICE,https://dps.psx.com.pk/company/QUICE,Quice Food Industries Limited,0810,"ALLSHR,KMIALLSHR",FOOD & PERSONAL CARE PRODUCTS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/QUICE
GATI,https://dps.psx.com.pk/company/GATI,Gatron (Industries) Limited,0827,"ALLSHR,KMIALLSHR",SYNTHETIC & RAYON,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/GATI
FATIMA,https://dps.psx.com.pk/company/FATIMA,Fatima Fertilizer Company Limited,0809,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30,PSXDIV20",FERTILIZER,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,https://dps.psx.com.pk/timeseries/eod/FATIMA
MZNPETF,https://dps.psx.com.pk/etf/MZNPETF,Meezan Pakistan ETF,0837,,EXCHANGE TRADED FUNDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MZNPETF
JVDC,https://dps.psx.com.pk/company/JVDC,Javedan Corporation Limited,0838,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",PROPERTY,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/JVDC
KAPCO,https://dps.psx.com.pk/company/KAPCO,Kot Addu Power Company Limited,0824,"ALLSHR,KSE100,KSE100PR,PSXDIV20",POWER GENERATION & DISTRIBUTION,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,https://dps.psx.com.pk/timeseries/eod/KAPCO
PPP,https://dps.psx.com.pk/company/PPP,Pakistan Paper Products Limited,0822,"ALLSHR,KMIALLSHR","PAPER, BOARD & PACKAGING",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PPP
UBDL,https://dps.psx.com.pk/company/UBDL,United Brands Limited,0818,"ALLSHR,KMIALLSHR",MISCELLANEOUS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/UBDL
MIIETF,https://dps.psx.com.pk/etf/MIIETF,Mahaana Islamic Index ETF,0837,,EXCHANGE TRADED FUNDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MIIETF
TCORP,https://dps.psx.com.pk/company/TCORP,Tariq Corporation Limited,0826,"ALLSHR,KMIALLSHR",SUGAR & ALLIED INDUSTRIES,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TCORP
PNSC,https://dps.psx.com.pk/company/PNSC,Pakistan National Shipping Corporation,0833,ALLSHR,TRANSPORT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PNSC
PTL,https://dps.psx.com.pk/company/PTL,Panther Tyres Ltd.,0802,ALLSHR,AUTOMOBILE PARTS & ACCESSORIES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PTL
FIBLM,https://dps.psx.com.pk/company/FIBLM,First IBL Modaraba,0819,"ALLSHR,KMIALLSHR",MODARABAS,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/FIBLM
SMCPL,https://dps.psx.com.pk/company/SMCPL,Safe Mix Concrete Limited,0804,"ALLSHR,KMIALLSHR",CEMENT,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SMCPL
DYNO,https://dps.psx.com.pk/company/DYNO,Dynea Pakistan Limited,0805,"ALLSHR,KMIALLSHR",CHEMICAL,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/DYNO
PINL,https://dps.psx.com.pk/company/PINL,Premier Insurance Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/PINL
BCL,https://dps.psx.com.pk/company/BCL,Bolan Castings Limited,0808,"ALLSHR,KMIALLSHR",ENGINEERING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/BCL
LPL,https://dps.psx.com.pk/company/LPL,Lalpir Power Limited,0824,ALLSHR,POWER GENERATION & DISTRIBUTION,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/LPL
TATM,https://dps.psx.com.pk/company/TATM,Tata Textile Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TATM
SPWL,https://dps.psx.com.pk/company/SPWL,Saif Power Limited,0824,"ALLSHR,KMIALLSHR",POWER GENERATION & DISTRIBUTION,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SPWL
CTM,https://dps.psx.com.pk/company/CTM,Colony Textile Mills Limited,0830,"ALLSHR,KMIALLSHR",TEXTILE SPINNING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/CTM
POL,https://dps.psx.com.pk/company/POL,Pakistan Oilfields Limited,0820,"ALLSHR,KSE100,KSE100PR,KSE30,NBPPGI,NITPGI,PSXDIV20",OIL & GAS EXPLORATION COMPANIES,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,https://dps.psx.com.pk/timeseries/eod/POL
KSBP,https://dps.psx.com.pk/company/KSBP,KSB Pumps Company Limited,0808,"ALLSHR,KMIALLSHR",ENGINEERING,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/KSBP
RPL,https://dps.psx.com.pk/company/RPL,Roshan Packages Limited,0822,"ALLSHR,KMIALLSHR","PAPER, BOARD & PACKAGING",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/RPL
TPL,https://dps.psx.com.pk/company/TPL,TPL Corp Limited,0828,ALLSHR,TECHNOLOGY & COMMUNICATION,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TPL
SPL,https://dps.psx.com.pk/company/SPL,Sitara Peroxide Limited,0805,ALLSHR,CHEMICAL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/SPL
AATM,https://dps.psx.com.pk/company/AATM,Ali Asghar Textile Mills Limited,0830,ALLSHR,TEXTILE SPINNING,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/AATM
TPLI,https://dps.psx.com.pk/company/TPLI,TPL Insurance Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TPLI
MWMP,https://dps.psx.com.pk/company/MWMP,Mandviwala Mauser Plastic Industries,0818,ALLSHR,MISCELLANEOUS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/MWMP
TSPL,https://dps.psx.com.pk/company/TSPL,Tri-Star Power Limited,0824,ALLSHR,POWER GENERATION & DISTRIBUTION,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/TSPL
IGIL,https://dps.psx.com.pk/company/IGIL,IGI Life Insurance Limited,0812,ALLSHR,INSURANCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://dps.psx.com.pk/timeseries/eod/IGIL
