symbol,period,date_predicted,predicted_price,percent_change,absolute_difference,last_price
UDLI,1 week,2025-August-01,9.66,6.99,0.63,9.03
UDLI,1 month,2025-August-24,11.03,22.16,2.0,9.03
UDLI,6 months,2026-January-21,8.52,-5.67,-0.51,9.03
RUPL,1 day,2025-July-26,30.11,-5.64,-1.8,31.91
RUPL,1 week,2025-August-01,26.44,-17.14,-5.47,31.91
RUPL,1 month,2025-August-24,30.96,-2.99,-0.95,31.91
RUPL,6 months,2026-January-21,28.28,-11.37,-3.63,31.91
PASM,1 day,2025-July-26,7.34,36.25,1.95,5.39
PASM,1 week,2025-August-01,7.16,32.77,1.77,5.39
PASM,1 month,2025-August-24,6.53,21.21,1.14,5.39
PASM,6 months,2026-January-21,5.83,8.21,0.44,5.39
THALL,1 day,2025-July-26,387.65,-13.58,-60.92,448.57
THALL,1 week,2025-August-01,391.55,-12.71,-57.02,448.57
THALL,1 month,2025-August-24,395.01,-11.94,-53.56,448.57
THALL,6 months,2026-January-21,395.59,-11.81,-52.98,448.57
DWAE,1 day,2025-July-26,80.66,160.12,49.65,31.01
DWAE,1 week,2025-August-01,89.96,190.09,58.95,31.01
DWAE,1 month,2025-August-24,53.69,73.13,22.68,31.01
DWAE,6 months,2026-January-21,50.47,62.77,19.46,31.01
LSECL,1 day,2025-July-26,6.51,5.61,0.35,6.16
LSECL,1 week,2025-August-01,6.45,4.77,0.29,6.16
LSECL,1 month,2025-August-24,6.28,2.03,0.12,6.16
LSECL,6 months,2026-January-21,16.79,172.5,10.63,6.16
AGTL,1 day,2025-July-26,530.58,24.83,105.55,425.03
AGTL,1 week,2025-August-01,498.47,17.28,73.44,425.03
AGTL,1 month,2025-August-24,551.02,29.64,125.99,425.03
AGTL,6 months,2026-January-21,579.29,36.29,154.26,425.03
LSEFSL,1 day,2025-July-26,25.45,-2.38,-0.62,26.07
LSEFSL,1 week,2025-August-01,28.83,10.59,2.76,26.07
LSEFSL,1 month,2025-August-24,26.68,2.34,0.61,26.07
LSEFSL,6 months,2026-January-21,37.41,43.49,11.34,26.07
NBPGETF,1 day,2025-July-26,26.0,7.26,1.76,24.24
NBPGETF,1 week,2025-August-01,23.95,-1.18,-0.29,24.24
NBPGETF,1 month,2025-August-24,26.03,7.37,1.79,24.24
NBPGETF,6 months,2026-January-21,26.59,9.7,2.35,24.24
ALNRS,1 day,2025-July-26,81.97,-11.53,-10.69,92.66
ALNRS,1 week,2025-August-01,80.82,-12.77,-11.84,92.66
ALNRS,1 month,2025-August-24,81.5,-12.04,-11.16,92.66
ALNRS,6 months,2026-January-21,79.63,-14.06,-13.03,92.66
JDMT,1 day,2025-July-26,57.72,-36.03,-32.51,90.23
JDMT,1 week,2025-August-01,70.76,-21.58,-19.47,90.23
JDMT,1 month,2025-August-24,70.01,-22.4,-20.22,90.23
JDMT,6 months,2026-January-21,69.19,-23.31,-21.04,90.23
COLG,1 day,2025-July-26,1663.53,25.08,333.54,1329.99
COLG,1 week,2025-August-01,1398.27,5.13,68.28,1329.99
COLG,1 month,2025-August-24,1681.88,26.46,351.89,1329.99
COLG,6 months,2026-January-21,1820.03,36.85,490.04,1329.99
CASH,1 day,2025-July-26,44.96,19.87,7.45,37.51
CASH,1 week,2025-August-01,47.96,27.87,10.45,37.51
CASH,1 month,2025-August-24,50.9,35.69,13.39,37.51
CASH,6 months,2026-January-21,56.04,49.41,18.53,37.51
ADMM,1 day,2025-July-26,55.69,-15.46,-10.18,65.87
ADMM,1 week,2025-August-01,54.55,-17.18,-11.32,65.87
ADMM,1 month,2025-August-24,59.44,-9.76,-6.43,65.87
ADMM,6 months,2026-January-21,63.47,-3.64,-2.4,65.87
SBL,1 day,2025-July-26,7.89,-17.52,-1.68,9.57
SBL,1 week,2025-August-01,8.43,-11.89,-1.14,9.57
SBL,1 month,2025-August-24,7.55,-21.09,-2.02,9.57
SBL,6 months,2026-January-21,7.59,-20.7,-1.98,9.57
WAFI,1 day,2025-July-26,185.02,2.54,4.58,180.44
WAFI,1 week,2025-August-01,197.97,9.72,17.53,180.44
WAFI,1 month,2025-August-24,187.86,4.11,7.42,180.44
WAFI,6 months,2026-January-21,225.71,25.09,45.27,180.44
LPGL,1 day,2025-July-26,148.81,17.35,22.0,126.81
LPGL,1 week,2025-August-01,183.07,44.37,56.26,126.81
LPGL,1 month,2025-August-24,209.71,65.37,82.9,126.81
LPGL,6 months,2026-January-21,81.14,-36.01,-45.67,126.81
PIL,1 day,2025-July-26,3.3,-24.48,-1.07,4.37
PIL,1 week,2025-August-01,3.43,-21.48,-0.94,4.37
PIL,1 month,2025-August-24,3.2,-26.72,-1.17,4.37
PIL,6 months,2026-January-21,4.34,-0.72,-0.03,4.37
BFMOD,1 day,2025-July-26,14.05,36.26,3.74,10.31
BFMOD,1 week,2025-August-01,11.4,10.62,1.09,10.31
BFMOD,1 month,2025-August-24,12.44,20.69,2.13,10.31
BFMOD,6 months,2026-January-21,9.84,-4.58,-0.47,10.31
DADX,1 day,2025-July-26,93.82,37.97,25.82,68.0
DADX,1 week,2025-August-01,81.28,19.53,13.28,68.0
DADX,1 month,2025-August-24,116.4,71.18,48.4,68.0
DADX,6 months,2026-January-21,82.48,21.3,14.48,68.0
HAEL,1 day,2025-July-26,23.57,-4.06,-1.0,24.57
HAEL,1 week,2025-August-01,22.11,-10.02,-2.46,24.57
HAEL,1 month,2025-August-24,23.81,-3.09,-0.76,24.57
HAEL,6 months,2026-January-21,27.16,10.52,2.59,24.57
GOC,1 day,2025-July-26,81.64,-33.25,-40.66,122.3
GOC,1 week,2025-August-01,102.45,-16.23,-19.85,122.3
GOC,1 month,2025-August-24,50.18,-58.97,-72.12,122.3
GOC,6 months,2026-January-21,102.32,-16.34,-19.98,122.3
IDRT,1 day,2025-July-26,18.84,-7.13,-1.45,20.29
IDRT,1 week,2025-August-01,21.24,4.67,0.95,20.29
IDRT,1 month,2025-August-24,22.39,10.37,2.1,20.29
IDRT,6 months,2026-January-21,26.92,32.67,6.63,20.29
BPL,1 day,2025-July-26,41.59,12.33,4.56,37.03
BPL,1 week,2025-August-01,33.72,-8.93,-3.31,37.03
BPL,1 month,2025-August-24,42.54,14.87,5.51,37.03
BPL,6 months,2026-January-21,36.76,-0.74,-0.27,37.03
PGLC,1 day,2025-July-26,18.97,-6.09,-1.23,20.2
PGLC,1 week,2025-August-01,22.82,12.99,2.62,20.2
PGLC,1 month,2025-August-24,20.83,3.13,0.63,20.2
PGLC,6 months,2026-January-21,34.32,69.92,14.12,20.2
ALIFE,1 day,2025-July-26,39.09,21.75,6.98,32.11
ALIFE,1 week,2025-August-01,27.93,-13.02,-4.18,32.11
ALIFE,1 month,2025-August-24,36.03,12.21,3.92,32.11
ALIFE,6 months,2026-January-21,21.85,-31.95,-10.26,32.11
GEMPACRA,1 day,2025-July-26,41.72,55.1,14.82,26.9
GEMPACRA,1 week,2025-August-01,55.45,106.13,28.55,26.9
GEMPACRA,1 month,2025-August-24,219.59,716.34,192.69,26.9
GEMPACRA,6 months,2026-January-21,217.02,706.78,190.12,26.9
OLPL,1 day,2025-July-26,40.54,-1.96,-0.81,41.35
OLPL,1 week,2025-August-01,40.37,-2.36,-0.98,41.35
OLPL,1 month,2025-August-24,41.47,0.28,0.12,41.35
OLPL,6 months,2026-January-21,48.0,16.09,6.65,41.35
MACTER,1 day,2025-July-26,456.21,16.23,63.71,392.5
MACTER,1 week,2025-August-01,469.53,19.63,77.03,392.5
MACTER,1 month,2025-August-24,512.47,30.56,119.97,392.5
MACTER,6 months,2026-January-21,676.48,72.35,283.98,392.5
MFL,1 day,2025-July-26,53.03,5.97,2.99,50.04
MFL,1 week,2025-August-01,54.34,8.59,4.3,50.04
MFL,1 month,2025-August-24,61.41,22.73,11.37,50.04
MFL,6 months,2026-January-21,72.59,45.07,22.55,50.04
OLPM,1 day,2025-July-26,18.59,-8.19,-1.66,20.25
OLPM,1 week,2025-August-01,18.88,-6.74,-1.37,20.25
OLPM,1 month,2025-August-24,19.13,-5.55,-1.12,20.25
OLPM,6 months,2026-January-21,20.33,0.38,0.08,20.25
QUET,1 day,2025-July-26,16.43,13.28,1.93,14.5
QUET,1 week,2025-August-01,15.63,7.79,1.13,14.5
QUET,1 month,2025-August-24,14.43,-0.5,-0.07,14.5
QUET,6 months,2026-January-21,16.96,16.97,2.46,14.5
TOWL,1 day,2025-July-26,154.86,-3.41,-5.47,160.33
TOWL,1 week,2025-August-01,131.2,-18.17,-29.13,160.33
TOWL,1 month,2025-August-24,147.6,-7.94,-12.73,160.33
TOWL,6 months,2026-January-21,135.11,-15.73,-25.22,160.33
GEMPAPL,1 day,2025-July-26,12.66,-18.35,-2.84,15.5
GEMPAPL,1 week,2025-August-01,11.95,-22.92,-3.55,15.5
GEMPAPL,1 month,2025-August-24,13.49,-12.95,-2.01,15.5
GEMPAPL,6 months,2026-January-21,13.54,-12.65,-1.96,15.5
FEROZ,1 day,2025-July-26,400.2,1.48,5.85,394.35
FEROZ,1 week,2025-August-01,383.14,-2.84,-11.21,394.35
FEROZ,1 month,2025-August-24,424.76,7.71,30.41,394.35
FEROZ,6 months,2026-January-21,412.5,4.6,18.15,394.35
EFUG,1 day,2025-July-26,132.65,3.32,4.27,128.38
EFUG,1 week,2025-August-01,129.63,0.98,1.25,128.38
EFUG,1 month,2025-August-24,132.18,2.96,3.8,128.38
EFUG,6 months,2026-January-21,153.89,19.87,25.51,128.38
NEXT,1 day,2025-July-26,10.74,22.58,1.98,8.76
NEXT,1 week,2025-August-01,9.87,12.64,1.11,8.76
NEXT,1 month,2025-August-24,11.41,30.22,2.65,8.76
NEXT,6 months,2026-January-21,12.42,41.8,3.66,8.76
FTMM,1 day,2025-July-26,8.33,-59.4,-12.18,20.51
FTMM,1 week,2025-August-01,9.07,-55.78,-11.44,20.51
FTMM,1 month,2025-August-24,6.97,-66.03,-13.54,20.51
FTMM,6 months,2026-January-21,12.35,-39.77,-8.16,20.51
PAKT,1 day,2025-July-26,1201.05,-7.04,-91.0,1292.05
PAKT,1 week,2025-August-01,1239.91,-4.04,-52.14,1292.05
PAKT,1 month,2025-August-24,1210.56,-6.31,-81.49,1292.05
PAKT,6 months,2026-January-21,1500.43,16.13,208.38,1292.05
PRWM,1 day,2025-July-26,57.38,4.72,2.58,54.8
PRWM,1 week,2025-August-01,46.83,-14.55,-7.97,54.8
PRWM,1 month,2025-August-24,56.52,3.15,1.72,54.8
PRWM,6 months,2026-January-21,55.16,0.66,0.36,54.8
LEUL,1 day,2025-July-26,40.63,-15.4,-7.39,48.02
LEUL,1 week,2025-August-01,38.56,-19.69,-9.46,48.02
LEUL,1 month,2025-August-24,39.63,-17.47,-8.39,48.02
LEUL,6 months,2026-January-21,50.91,6.01,2.89,48.02
FECM,1 day,2025-July-26,31.51,-7.68,-2.62,34.13
FECM,1 week,2025-August-01,29.3,-14.15,-4.83,34.13
FECM,1 month,2025-August-24,31.72,-7.05,-2.41,34.13
FECM,6 months,2026-January-21,40.58,18.88,6.45,34.13
FCEL,1 day,2025-July-26,3.39,-27.07,-1.26,4.65
FCEL,1 week,2025-August-01,2.23,-51.97,-2.42,4.65
FCEL,1 month,2025-August-24,4.9,5.45,0.25,4.65
FCEL,6 months,2026-January-21,3.87,-16.67,-0.78,4.65
JSIL,1 day,2025-July-26,19.02,-32.07,-8.98,28.0
JSIL,1 week,2025-August-01,25.16,-10.13,-2.84,28.0
JSIL,1 month,2025-August-24,14.47,-48.32,-13.53,28.0
JSIL,6 months,2026-January-21,29.33,4.76,1.33,28.0
POML,1 day,2025-July-26,210.62,-4.29,-9.45,220.07
POML,1 week,2025-August-01,227.04,3.17,6.97,220.07
POML,1 month,2025-August-24,227.5,3.38,7.43,220.07
POML,6 months,2026-January-21,305.74,38.93,85.67,220.07
AGIC,1 day,2025-July-26,41.24,-8.65,-3.91,45.15
AGIC,1 week,2025-August-01,37.82,-16.23,-7.33,45.15
AGIC,1 month,2025-August-24,39.29,-12.97,-5.86,45.15
AGIC,6 months,2026-January-21,48.77,8.01,3.62,45.15
PPVC,1 day,2025-July-26,11.56,-1.51,-0.18,11.74
PPVC,1 week,2025-August-01,10.28,-12.45,-1.46,11.74
PPVC,1 month,2025-August-24,10.67,-9.14,-1.07,11.74
PPVC,6 months,2026-January-21,10.52,-10.36,-1.22,11.74
BWCL,1 day,2025-July-26,447.98,-3.54,-16.42,464.4
BWCL,1 week,2025-August-01,448.16,-3.5,-16.24,464.4
BWCL,1 month,2025-August-24,461.69,-0.58,-2.71,464.4
BWCL,6 months,2026-January-21,562.42,21.11,98.02,464.4
REDCO,1 day,2025-July-26,27.5,1.77,0.48,27.02
REDCO,1 week,2025-August-01,29.53,9.31,2.51,27.02
REDCO,1 month,2025-August-24,29.61,9.58,2.59,27.02
REDCO,6 months,2026-January-21,41.16,52.32,14.14,27.02
HINOON,1 day,2025-July-26,1039.13,-2.69,-28.71,1067.84
HINOON,1 week,2025-August-01,1013.25,-5.11,-54.59,1067.84
HINOON,1 month,2025-August-24,1053.34,-1.36,-14.5,1067.84
HINOON,6 months,2026-January-21,1216.55,13.93,148.71,1067.84
APL,1 day,2025-July-26,523.33,1.0,5.18,518.15
APL,1 week,2025-August-01,501.29,-3.25,-16.86,518.15
APL,1 month,2025-August-24,535.26,3.3,17.11,518.15
APL,6 months,2026-January-21,550.38,6.22,32.23,518.15
FTSM,1 day,2025-July-26,17.5,18.24,2.7,14.8
FTSM,1 week,2025-August-01,15.15,2.34,0.35,14.8
FTSM,1 month,2025-August-24,14.94,0.96,0.14,14.8
FTSM,6 months,2026-January-21,13.81,-6.72,-0.99,14.8
SUTM,1 day,2025-July-26,48.71,-73.68,-136.34,185.05
SUTM,1 week,2025-August-01,137.88,-25.49,-47.17,185.05
SUTM,1 month,2025-August-24,29.32,-84.16,-155.73,185.05
SUTM,6 months,2026-January-21,184.33,-0.39,-0.72,185.05
ESBL,1 day,2025-July-26,8.8,18.06,1.35,7.45
ESBL,1 week,2025-August-01,7.22,-3.11,-0.23,7.45
ESBL,1 month,2025-August-24,9.42,26.43,1.97,7.45
ESBL,6 months,2026-January-21,9.39,25.99,1.94,7.45
ABOT,1 day,2025-July-26,1182.9,10.62,113.59,1069.31
ABOT,1 week,2025-August-01,1131.87,5.85,62.56,1069.31
ABOT,1 month,2025-August-24,1202.2,12.43,132.89,1069.31
ABOT,6 months,2026-January-21,1341.03,25.41,271.72,1069.31
HUSI,1 day,2025-July-26,29.71,9.19,2.5,27.21
HUSI,1 week,2025-August-01,25.96,-4.58,-1.25,27.21
HUSI,1 month,2025-August-24,28.79,5.81,1.58,27.21
HUSI,6 months,2026-January-21,43.14,58.55,15.93,27.21
TPLRF1,1 day,2025-July-26,14.35,10.48,1.36,12.99
TPLRF1,1 week,2025-August-01,13.82,6.36,0.83,12.99
TPLRF1,1 month,2025-August-24,15.2,17.02,2.21,12.99
TPLRF1,6 months,2026-January-21,18.74,44.25,5.75,12.99
MUREB,1 day,2025-July-26,930.17,3.35,30.18,899.99
MUREB,1 week,2025-August-01,925.0,2.78,25.01,899.99
MUREB,1 month,2025-August-24,948.59,5.4,48.6,899.99
MUREB,6 months,2026-January-21,1127.73,25.3,227.74,899.99
AMBL,1 day,2025-July-26,21.39,78.7,9.42,11.97
AMBL,1 week,2025-August-01,10.58,-11.57,-1.39,11.97
AMBL,1 month,2025-August-24,22.78,90.3,10.81,11.97
AMBL,6 months,2026-January-21,13.82,15.42,1.85,11.97
EXIDE,1 day,2025-July-26,1010.88,16.45,142.81,868.07
EXIDE,1 week,2025-August-01,893.24,2.9,25.17,868.07
EXIDE,1 month,2025-August-24,1004.05,15.67,135.98,868.07
EXIDE,6 months,2026-January-21,822.56,-5.24,-45.51,868.07
SML,1 day,2025-July-26,74.58,14.38,9.38,65.2
SML,1 week,2025-August-01,69.52,6.63,4.32,65.2
SML,1 month,2025-August-24,82.97,27.26,17.77,65.2
SML,6 months,2026-January-21,89.47,37.23,24.27,65.2
OTSU,1 day,2025-July-26,305.6,14.23,38.06,267.54
OTSU,1 week,2025-August-01,297.87,11.34,30.33,267.54
OTSU,1 month,2025-August-24,346.71,29.59,79.17,267.54
OTSU,6 months,2026-January-21,397.82,48.7,130.28,267.54
RUBY,1 day,2025-July-26,8.49,-4.44,-0.39,8.88
RUBY,1 week,2025-August-01,8.1,-8.76,-0.78,8.88
RUBY,1 month,2025-August-24,8.17,-7.95,-0.71,8.88
RUBY,6 months,2026-January-21,7.62,-14.21,-1.26,8.88
TICL,1 day,2025-July-26,322.3,-36.52,-185.38,507.68
TICL,1 week,2025-August-01,391.27,-22.93,-116.41,507.68
TICL,1 month,2025-August-24,360.72,-28.95,-146.96,507.68
TICL,6 months,2026-January-21,445.28,-12.29,-62.4,507.68
PIM,1 day,2025-July-26,18.13,-7.83,-1.54,19.67
PIM,1 week,2025-August-01,17.13,-12.91,-2.54,19.67
PIM,1 month,2025-August-24,17.79,-9.57,-1.88,19.67
PIM,6 months,2026-January-21,20.45,3.98,0.78,19.67
AHTM,1 day,2025-July-26,88.67,4.27,3.63,85.04
AHTM,1 week,2025-August-01,70.68,-16.89,-14.36,85.04
AHTM,1 month,2025-August-24,55.75,-34.45,-29.29,85.04
AHTM,6 months,2026-January-21,69.84,-17.87,-15.2,85.04
BUXL,1 day,2025-July-26,268.96,43.84,81.97,186.99
BUXL,1 week,2025-August-01,191.43,2.37,4.44,186.99
BUXL,1 month,2025-August-24,296.81,58.73,109.82,186.99
BUXL,6 months,2026-January-21,197.32,5.52,10.33,186.99
ASHT,1 day,2025-July-26,26.93,5.01,1.28,25.65
ASHT,1 week,2025-August-01,21.64,-15.64,-4.01,25.65
ASHT,1 month,2025-August-24,29.6,15.41,3.95,25.65
ASHT,6 months,2026-January-21,22.04,-14.08,-3.61,25.65
ARPAK,1 day,2025-July-26,196.61,217.57,134.7,61.91
ARPAK,1 week,2025-August-01,68.75,11.04,6.84,61.91
ARPAK,1 month,2025-August-24,145.01,134.23,83.1,61.91
ARPAK,6 months,2026-January-21,76.23,23.13,14.32,61.91
FSWL,1 day,2025-July-26,104.89,-21.46,-28.66,133.55
FSWL,1 week,2025-August-01,110.28,-17.42,-23.27,133.55
FSWL,1 month,2025-August-24,120.11,-10.06,-13.44,133.55
FSWL,6 months,2026-January-21,94.65,-29.13,-38.9,133.55
DLL,1 day,2025-July-26,246.5,-14.7,-42.48,288.98
DLL,1 week,2025-August-01,257.61,-10.86,-31.37,288.98
DLL,1 month,2025-August-24,222.97,-22.84,-66.01,288.98
DLL,6 months,2026-January-21,327.33,13.27,38.35,288.98
JSGBETF,1 day,2025-July-26,29.44,-0.78,-0.23,29.67
JSGBETF,1 week,2025-August-01,28.69,-3.29,-0.98,29.67
JSGBETF,1 month,2025-August-24,28.7,-3.27,-0.97,29.67
JSGBETF,6 months,2026-January-21,38.22,28.82,8.55,29.67
NESTLE,1 day,2025-July-26,7492.94,-2.69,-206.83,7699.77
NESTLE,1 week,2025-August-01,7531.38,-2.19,-168.39,7699.77
NESTLE,1 month,2025-August-24,7295.36,-5.25,-404.41,7699.77
NESTLE,6 months,2026-January-21,7877.67,2.31,177.9,7699.77
DAAG,1 day,2025-July-26,144.35,37.91,39.68,104.67
DAAG,1 week,2025-August-01,100.52,-3.97,-4.15,104.67
DAAG,1 month,2025-August-24,116.4,11.21,11.73,104.67
DAAG,6 months,2026-January-21,78.82,-24.69,-25.85,104.67
MEHT,1 day,2025-July-26,384.74,4.41,16.25,368.49
MEHT,1 week,2025-August-01,319.5,-13.29,-48.99,368.49
MEHT,1 month,2025-August-24,193.55,-47.47,-174.94,368.49
MEHT,6 months,2026-January-21,97.05,-73.66,-271.44,368.49
ARCTM,1 day,2025-July-26,45.6,8.7,3.65,41.95
ARCTM,1 week,2025-August-01,38.42,-8.42,-3.53,41.95
ARCTM,1 month,2025-August-24,43.46,3.6,1.51,41.95
ARCTM,6 months,2026-January-21,46.13,9.97,4.18,41.95
MUGHALC,1 day,2025-July-26,30.97,-21.59,-8.53,39.5
MUGHALC,1 week,2025-August-01,62.09,57.2,22.59,39.5
MUGHALC,1 month,2025-August-24,461.11,1067.37,421.61,39.5
MUGHALC,6 months,2026-January-21,231.24,485.43,191.74,39.5
NITGETF,1 day,2025-July-26,29.75,-0.65,-0.2,29.95
NITGETF,1 week,2025-August-01,28.12,-6.1,-1.83,29.95
NITGETF,1 month,2025-August-24,29.61,-1.13,-0.34,29.95
NITGETF,6 months,2026-January-21,33.0,10.17,3.05,29.95
STJT,1 day,2025-July-26,85.68,4.27,3.51,82.17
STJT,1 week,2025-August-01,79.38,-3.4,-2.79,82.17
STJT,1 month,2025-August-24,88.19,7.33,6.02,82.17
STJT,6 months,2026-January-21,77.92,-5.17,-4.25,82.17
SZTM,1 day,2025-July-26,67.03,11.75,7.05,59.98
SZTM,1 week,2025-August-01,49.76,-17.04,-10.22,59.98
SZTM,1 month,2025-August-24,53.46,-10.88,-6.52,59.98
SZTM,6 months,2026-January-21,54.21,-9.62,-5.77,59.98
NAGC,1 day,2025-July-26,85.09,16.15,11.83,73.26
NAGC,1 week,2025-August-01,63.12,-13.85,-10.14,73.26
NAGC,1 month,2025-August-24,75.1,2.51,1.84,73.26
NAGC,6 months,2026-January-21,66.43,-9.32,-6.83,73.26
GFIL,1 day,2025-July-26,12.37,6.49,0.75,11.62
GFIL,1 week,2025-August-01,10.9,-6.19,-0.72,11.62
GFIL,1 month,2025-August-24,12.14,4.46,0.52,11.62
GFIL,6 months,2026-January-21,8.36,-28.08,-3.26,11.62
DIIL,1 day,2025-July-26,14.49,-56.76,-19.03,33.52
DIIL,1 week,2025-August-01,28.86,-13.89,-4.66,33.52
DIIL,1 month,2025-August-24,9.72,-71.01,-23.8,33.52
DIIL,6 months,2026-January-21,24.88,-25.79,-8.64,33.52
MCBIM,1 day,2025-July-26,135.33,1.92,2.55,132.78
MCBIM,1 week,2025-August-01,131.32,-1.1,-1.46,132.78
MCBIM,1 month,2025-August-24,144.18,8.59,11.4,132.78
MCBIM,6 months,2026-January-21,180.66,36.06,47.88,132.78
FRCL,1 day,2025-July-26,36.47,-10.27,-4.17,40.64
FRCL,1 week,2025-August-01,31.77,-21.84,-8.87,40.64
FRCL,1 month,2025-August-24,32.13,-20.94,-8.51,40.64
FRCL,6 months,2026-January-21,32.95,-18.92,-7.69,40.64
JSGCL,1 day,2025-July-26,50.86,-63.49,-88.46,139.32
JSGCL,1 week,2025-August-01,102.99,-26.07,-36.33,139.32
JSGCL,1 month,2025-August-24,33.74,-75.79,-105.58,139.32
JSGCL,6 months,2026-January-21,64.12,-53.98,-75.2,139.32
NCML,1 day,2025-July-26,13.63,4.37,0.57,13.06
NCML,1 week,2025-August-01,15.32,17.32,2.26,13.06
NCML,1 month,2025-August-24,14.12,8.09,1.06,13.06
NCML,6 months,2026-January-21,16.95,29.79,3.89,13.06
STML,1 day,2025-July-26,21.88,-32.97,-10.76,32.64
STML,1 week,2025-August-01,29.48,-9.67,-3.16,32.64
STML,1 month,2025-August-24,22.18,-32.04,-10.46,32.64
STML,6 months,2026-January-21,26.58,-18.57,-6.06,32.64
SHSML,1 day,2025-July-26,326.11,-25.03,-108.89,435.0
SHSML,1 week,2025-August-01,343.84,-20.96,-91.16,435.0
SHSML,1 month,2025-August-24,307.14,-29.39,-127.86,435.0
SHSML,6 months,2026-January-21,329.64,-24.22,-105.36,435.0
PAKL,1 day,2025-July-26,28.49,-14.06,-4.66,33.15
PAKL,1 week,2025-August-01,32.58,-1.72,-0.57,33.15
PAKL,1 month,2025-August-24,31.91,-3.73,-1.24,33.15
PAKL,6 months,2026-January-21,47.07,41.98,13.92,33.15
SARC,1 day,2025-July-26,59.67,-4.53,-2.83,62.5
SARC,1 week,2025-August-01,52.41,-16.14,-10.09,62.5
SARC,1 month,2025-August-24,50.59,-19.06,-11.91,62.5
SARC,6 months,2026-January-21,66.93,7.09,4.43,62.5
IDSM,1 day,2025-July-26,18.43,-25.84,-6.42,24.85
IDSM,1 week,2025-August-01,19.94,-19.75,-4.91,24.85
IDSM,1 month,2025-August-24,16.39,-34.05,-8.46,24.85
IDSM,6 months,2026-January-21,18.46,-25.7,-6.39,24.85
SHEZ,1 day,2025-July-26,197.02,-17.04,-40.47,237.49
SHEZ,1 week,2025-August-01,224.54,-5.45,-12.95,237.49
SHEZ,1 month,2025-August-24,200.62,-15.53,-36.87,237.49
SHEZ,6 months,2026-January-21,288.76,21.59,51.27,237.49
PMRS,1 day,2025-July-26,366.54,28.79,81.93,284.61
PMRS,1 week,2025-August-01,261.86,-7.99,-22.75,284.61
PMRS,1 month,2025-August-24,388.77,36.6,104.16,284.61
PMRS,6 months,2026-January-21,160.38,-43.65,-124.23,284.61
GLPL,1 day,2025-July-26,250.56,11.14,25.11,225.45
GLPL,1 week,2025-August-01,239.99,6.45,14.54,225.45
GLPL,1 month,2025-August-24,262.13,16.27,36.68,225.45
GLPL,6 months,2026-January-21,307.89,36.57,82.44,225.45
BTL,1 day,2025-July-26,386.79,12.14,41.88,344.91
BTL,1 week,2025-August-01,329.61,-4.44,-15.3,344.91
BTL,1 month,2025-August-24,406.11,17.74,61.2,344.91
BTL,6 months,2026-January-21,376.75,9.23,31.84,344.91
JLICL,1 day,2025-July-26,162.45,-6.7,-11.67,174.12
JLICL,1 week,2025-August-01,158.57,-8.93,-15.55,174.12
JLICL,1 month,2025-August-24,162.16,-6.87,-11.96,174.12
JLICL,6 months,2026-January-21,191.35,9.9,17.23,174.12
GSPM,1 day,2025-July-26,5.23,20.62,0.89,4.34
GSPM,1 week,2025-August-01,6.15,41.82,1.81,4.34
GSPM,1 month,2025-August-24,5.5,26.71,1.16,4.34
GSPM,6 months,2026-January-21,4.82,11.15,0.48,4.34
FZCM,1 day,2025-July-26,308.44,-12.38,-43.58,352.02
FZCM,1 week,2025-August-01,233.96,-33.54,-118.06,352.02
FZCM,1 month,2025-August-24,296.51,-15.77,-55.51,352.02
FZCM,6 months,2026-January-21,289.79,-17.68,-62.23,352.02
BATA,1 day,2025-July-26,1844.69,13.24,215.63,1629.06
BATA,1 week,2025-August-01,1568.83,-3.7,-60.23,1629.06
BATA,1 month,2025-August-24,1796.25,10.26,167.19,1629.06
BATA,6 months,2026-January-21,1528.63,-6.16,-100.43,1629.06
KSTM,1 day,2025-July-26,9.59,-0.77,-0.07,9.66
KSTM,1 week,2025-August-01,10.06,4.09,0.4,9.66
KSTM,1 month,2025-August-24,11.1,14.93,1.44,9.66
KSTM,6 months,2026-January-21,11.37,17.71,1.71,9.66
PSEL,1 day,2025-July-26,818.41,-22.24,-234.07,1052.48
PSEL,1 week,2025-August-01,936.4,-11.03,-116.08,1052.48
PSEL,1 month,2025-August-24,1053.07,0.06,0.59,1052.48
PSEL,6 months,2026-January-21,1582.97,50.4,530.49,1052.48
KPUS,1 day,2025-July-26,257.28,68.15,104.28,153.0
KPUS,1 week,2025-August-01,136.67,-10.67,-16.33,153.0
KPUS,1 month,2025-August-24,276.99,81.04,123.99,153.0
KPUS,6 months,2026-January-21,94.29,-38.37,-58.71,153.0
PECO,1 day,2025-July-26,751.75,5.19,37.08,714.67
PECO,1 week,2025-August-01,702.54,-1.7,-12.13,714.67
PECO,1 month,2025-August-24,762.74,6.73,48.07,714.67
PECO,6 months,2026-January-21,666.87,-6.69,-47.8,714.67
SIBL,1 day,2025-July-26,11.96,0.61,0.07,11.89
SIBL,1 week,2025-August-01,10.7,-9.99,-1.19,11.89
SIBL,1 month,2025-August-24,11.19,-5.89,-0.7,11.89
SIBL,6 months,2026-January-21,15.95,34.17,4.06,11.89
PKGP,1 day,2025-July-26,142.19,-3.98,-5.9,148.09
PKGP,1 week,2025-August-01,161.74,9.22,13.65,148.09
