symbol,period,date_predicted,predicted_price,percent_change,absolute_difference,last_price
EPCL,1 month,2025-August-24,33.6,2.51,0.82,32.78
EPCL,6 months,2026-January-21,25.76,-21.41,-7.02,32.78
NML,1 day,2025-July-26,119.18,-10.02,-13.26,132.44
NML,1 week,2025-August-01,129.81,-1.99,-2.63,132.44
NML,1 month,2025-August-24,127.2,-3.96,-5.24,132.44
NML,6 months,2026-January-21,166.07,25.39,33.63,132.44
SHDT,1 day,2025-July-26,48.09,-28.32,-19.0,67.09
SHDT,1 week,2025-August-01,55.39,-17.44,-11.7,67.09
SHDT,1 month,2025-August-24,52.33,-22.0,-14.76,67.09
SHDT,6 months,2026-January-21,79.7,18.8,12.61,67.09
FABL,1 day,2025-July-26,67.22,-13.98,-10.92,78.14
FABL,1 week,2025-August-01,64.91,-16.93,-13.23,78.14
FABL,1 month,2025-August-24,64.69,-17.22,-13.45,78.14
FABL,6 months,2026-January-21,73.36,-6.12,-4.78,78.14
EFERT,1 day,2025-July-26,195.45,-9.68,-20.95,216.4
EFERT,1 week,2025-August-01,197.0,-8.96,-19.4,216.4
EFERT,1 month,2025-August-24,193.48,-10.59,-22.92,216.4
EFERT,6 months,2026-January-21,211.15,-2.43,-5.25,216.4
SYS,1 day,2025-July-26,293.16,144.75,173.38,119.78
SYS,1 week,2025-August-01,348.66,191.08,228.88,119.78
SYS,1 month,2025-August-24,332.05,177.21,212.27,119.78
SYS,6 months,2026-January-21,397.55,231.9,277.77,119.78
LIVEN,1 day,2025-July-26,84.19,22.42,15.42,68.77
LIVEN,1 week,2025-August-01,87.03,26.55,18.26,68.77
LIVEN,1 month,2025-August-24,107.21,55.9,38.44,68.77
LIVEN,6 months,2026-January-21,144.04,109.45,75.27,68.77
BAFL,1 day,2025-July-26,86.52,-5.91,-5.43,91.95
BAFL,1 week,2025-August-01,85.94,-6.53,-6.01,91.95
BAFL,1 month,2025-August-24,85.44,-7.08,-6.51,91.95
BAFL,6 months,2026-January-21,98.56,7.19,6.61,91.95
JSBL,1 day,2025-July-26,10.54,-32.25,-5.02,15.56
JSBL,1 week,2025-August-01,10.57,-32.06,-4.99,15.56
JSBL,1 month,2025-August-24,9.87,-36.57,-5.69,15.56
JSBL,6 months,2026-January-21,12.35,-20.63,-3.21,15.56
LOTCHEM,1 day,2025-July-26,21.72,5.18,1.07,20.65
LOTCHEM,1 week,2025-August-01,22.27,7.82,1.62,20.65
LOTCHEM,1 month,2025-August-24,20.39,-1.26,-0.26,20.65
LOTCHEM,6 months,2026-January-21,23.49,13.76,2.84,20.65
UCAPM,1 day,2025-July-26,4.55,-16.74,-0.91,5.46
UCAPM,1 week,2025-August-01,3.58,-34.5,-1.88,5.46
UCAPM,1 month,2025-August-24,4.66,-14.65,-0.8,5.46
UCAPM,6 months,2026-January-21,4.19,-23.23,-1.27,5.46
PKGS,1 day,2025-July-26,553.1,-13.84,-88.85,641.95
PKGS,1 week,2025-August-01,547.64,-14.69,-94.31,641.95
PKGS,1 month,2025-August-24,525.01,-18.22,-116.94,641.95
PKGS,6 months,2026-January-21,620.44,-3.35,-21.51,641.95
TOMCL,1 day,2025-July-26,29.35,-14.76,-5.08,34.43
TOMCL,1 week,2025-August-01,33.41,-2.98,-1.02,34.43
TOMCL,1 month,2025-August-24,29.89,-13.19,-4.54,34.43
TOMCL,6 months,2026-January-21,28.07,-18.48,-6.36,34.43
GCIL,1 day,2025-July-26,21.71,-15.05,-3.85,25.56
GCIL,1 week,2025-August-01,23.47,-8.16,-2.09,25.56
GCIL,1 month,2025-August-24,21.83,-14.59,-3.73,25.56
GCIL,6 months,2026-January-21,31.11,21.72,5.55,25.56
ABL,1 day,2025-July-26,161.59,-14.2,-26.74,188.33
ABL,1 week,2025-August-01,160.34,-14.86,-27.99,188.33
ABL,1 month,2025-August-24,160.28,-14.89,-28.05,188.33
ABL,6 months,2026-January-21,190.44,1.12,2.11,188.33
MARI,1 day,2025-July-26,535.65,-13.92,-86.63,622.28
MARI,1 week,2025-August-01,174.5,-71.96,-447.78,622.28
MARI,1 month,2025-August-24,405.54,-34.83,-216.74,622.28
MARI,6 months,2026-January-21,-726.27,-216.71,-1348.55,622.28
MEBL,1 day,2025-July-26,351.09,-1.14,-4.04,355.13
MEBL,1 week,2025-August-01,338.14,-4.79,-16.99,355.13
MEBL,1 month,2025-August-24,360.27,1.45,5.14,355.13
MEBL,6 months,2026-January-21,355.95,0.23,0.82,355.13
GHNI,1 day,2025-July-26,778.91,-4.79,-39.21,818.12
GHNI,1 week,2025-August-01,809.07,-1.11,-9.05,818.12
GHNI,1 month,2025-August-24,815.74,-0.29,-2.38,818.12
GHNI,6 months,2026-January-21,1042.82,27.47,224.7,818.12
INIL,1 day,2025-July-26,172.49,-6.38,-11.75,184.24
INIL,1 week,2025-August-01,172.93,-6.14,-11.31,184.24
INIL,1 month,2025-August-24,170.49,-7.46,-13.75,184.24
INIL,6 months,2026-January-21,175.41,-4.79,-8.83,184.24
PICT,1 day,2025-July-26,27.27,-38.96,-17.41,44.68
PICT,1 week,2025-August-01,37.61,-15.82,-7.07,44.68
PICT,1 month,2025-August-24,44.38,-0.68,-0.3,44.68
PICT,6 months,2026-January-21,40.33,-9.74,-4.35,44.68
BWHL,1 day,2025-July-26,164.28,-8.37,-15.01,179.29
BWHL,1 week,2025-August-01,136.31,-23.97,-42.98,179.29
BWHL,1 month,2025-August-24,177.72,-0.88,-1.57,179.29
BWHL,6 months,2026-January-21,171.13,-4.55,-8.16,179.29
IBLHL,1 day,2025-July-26,63.46,2.41,1.49,61.97
IBLHL,1 week,2025-August-01,60.17,-2.9,-1.8,61.97
IBLHL,1 month,2025-August-24,63.43,2.35,1.46,61.97
IBLHL,6 months,2026-January-21,70.86,14.35,8.89,61.97
FCEPL,1 day,2025-July-26,106.59,23.99,20.62,85.97
FCEPL,1 week,2025-August-01,93.9,9.22,7.93,85.97
FCEPL,1 month,2025-August-24,109.73,27.64,23.76,85.97
FCEPL,6 months,2026-January-21,114.45,33.13,28.48,85.97
JSCLPSA,1 day,2025-July-26,11.68,7.51,0.82,10.86
JSCLPSA,1 week,2025-August-01,11.11,2.33,0.25,10.86
JSCLPSA,1 month,2025-August-24,11.66,7.36,0.8,10.86
JSCLPSA,6 months,2026-January-21,13.07,20.32,2.21,10.86
SHNI,1 day,2025-July-26,8.4,-23.84,-2.63,11.03
SHNI,1 week,2025-August-01,7.75,-29.75,-3.28,11.03
SHNI,1 month,2025-August-24,7.89,-28.42,-3.14,11.03
SHNI,6 months,2026-January-21,9.84,-10.8,-1.19,11.03
BAHL,1 day,2025-July-26,162.62,-1.68,-2.78,165.4
BAHL,1 week,2025-August-01,160.51,-2.96,-4.89,165.4
BAHL,1 month,2025-August-24,161.6,-2.3,-3.8,165.4
BAHL,6 months,2026-January-21,196.81,18.99,31.41,165.4
GGGL,1 day,2025-July-26,7.12,-25.89,-2.49,9.61
GGGL,1 week,2025-August-01,11.08,15.31,1.47,9.61
GGGL,1 month,2025-August-24,7.75,-19.38,-1.86,9.61
GGGL,6 months,2026-January-21,12.16,26.57,2.55,9.61
IGIHL,1 day,2025-July-26,213.21,-24.57,-69.46,282.67
IGIHL,1 week,2025-August-01,213.22,-24.57,-69.45,282.67
IGIHL,1 month,2025-August-24,217.47,-23.06,-65.2,282.67
IGIHL,6 months,2026-January-21,234.17,-17.16,-48.5,282.67
UNIC,1 day,2025-July-26,16.65,2.16,0.35,16.3
UNIC,1 week,2025-August-01,17.16,5.29,0.86,16.3
UNIC,1 month,2025-August-24,17.17,5.33,0.87,16.3
UNIC,6 months,2026-January-21,18.96,16.3,2.66,16.3
DCR,1 day,2025-July-26,28.56,0.84,0.24,28.32
DCR,1 week,2025-August-01,28.44,0.43,0.12,28.32
DCR,1 month,2025-August-24,29.37,3.7,1.05,28.32
DCR,6 months,2026-January-21,34.58,22.11,6.26,28.32
CSIL,1 day,2025-July-26,3.33,-12.18,-0.46,3.79
CSIL,1 week,2025-August-01,3.28,-13.55,-0.51,3.79
CSIL,1 month,2025-August-24,3.62,-4.36,-0.17,3.79
CSIL,6 months,2026-January-21,3.47,-8.54,-0.32,3.79
IMS,1 day,2025-July-26,50.24,389.15,39.97,10.27
IMS,1 week,2025-August-01,44.37,332.02,34.1,10.27
IMS,1 month,2025-August-24,50.72,393.82,40.45,10.27
IMS,6 months,2026-January-21,44.75,335.75,34.48,10.27
ASTL,1 day,2025-July-26,21.68,-3.83,-0.86,22.54
ASTL,1 week,2025-August-01,22.77,1.03,0.23,22.54
ASTL,1 month,2025-August-24,24.73,9.72,2.19,22.54
ASTL,6 months,2026-January-21,27.96,24.05,5.42,22.54
ASC,1 day,2025-July-26,9.7,31.13,2.3,7.4
ASC,1 week,2025-August-01,7.18,-3.01,-0.22,7.4
ASC,1 month,2025-August-24,8.89,20.08,1.49,7.4
ASC,6 months,2026-January-21,8.88,19.94,1.48,7.4
AIRLINK,1 day,2025-July-26,162.87,16.47,23.03,139.84
AIRLINK,1 week,2025-August-01,164.35,17.53,24.51,139.84
AIRLINK,1 month,2025-August-24,177.74,27.1,37.9,139.84
AIRLINK,6 months,2026-January-21,201.11,43.81,61.27,139.84
HIRAT,1 day,2025-July-26,4.31,4.27,0.18,4.13
HIRAT,1 week,2025-August-01,3.96,-4.18,-0.17,4.13
HIRAT,1 month,2025-August-24,4.48,8.56,0.35,4.13
HIRAT,6 months,2026-January-21,4.51,9.23,0.38,4.13
UDPL,1 day,2025-July-26,73.89,-24.01,-23.35,97.24
UDPL,1 week,2025-August-01,76.45,-21.38,-20.79,97.24
UDPL,1 month,2025-August-24,77.24,-20.57,-20.0,97.24
UDPL,6 months,2026-January-21,94.79,-2.52,-2.45,97.24
KHTC,1 day,2025-July-26,295.29,-33.51,-148.84,444.13
KHTC,1 week,2025-August-01,375.07,-15.55,-69.06,444.13
KHTC,1 month,2025-August-24,300.7,-32.29,-143.43,444.13
KHTC,6 months,2026-January-21,398.93,-10.18,-45.2,444.13
OCTOPUS,1 day,2025-July-26,60.64,15.41,8.1,52.54
OCTOPUS,1 week,2025-August-01,48.77,-7.17,-3.77,52.54
OCTOPUS,1 month,2025-August-24,59.13,12.54,6.59,52.54
OCTOPUS,6 months,2026-January-21,25.06,-52.31,-27.48,52.54
ATRL,1 day,2025-July-26,718.37,7.71,51.44,666.93
ATRL,1 week,2025-August-01,707.65,6.11,40.72,666.93
ATRL,1 month,2025-August-24,732.76,9.87,65.83,666.93
ATRL,6 months,2026-January-21,891.48,33.67,224.55,666.93
NRL,1 day,2025-July-26,231.66,1.1,2.53,229.13
NRL,1 week,2025-August-01,222.35,-2.96,-6.78,229.13
NRL,1 month,2025-August-24,216.78,-5.39,-12.35,229.13
NRL,6 months,2026-January-21,232.09,1.29,2.96,229.13
CLVL,1 day,2025-July-26,16.81,-18.03,-3.7,20.51
CLVL,1 week,2025-August-01,18.71,-8.76,-1.8,20.51
CLVL,1 month,2025-August-24,17.02,-17.01,-3.49,20.51
CLVL,6 months,2026-January-21,17.33,-15.52,-3.18,20.51
MACFL,1 day,2025-July-26,32.46,-34.22,-16.89,49.35
MACFL,1 week,2025-August-01,31.44,-36.29,-17.91,49.35
MACFL,1 month,2025-August-24,32.29,-34.58,-17.06,49.35
MACFL,6 months,2026-January-21,38.53,-21.93,-10.82,49.35
ECOP,1 day,2025-July-26,58.27,13.67,7.01,51.26
ECOP,1 week,2025-August-01,58.41,13.95,7.15,51.26
ECOP,1 month,2025-August-24,63.43,23.73,12.17,51.26
ECOP,6 months,2026-January-21,75.74,47.76,24.48,51.26
ILP,1 day,2025-July-26,63.68,-9.01,-6.3,69.98
ILP,1 week,2025-August-01,58.39,-16.56,-11.59,69.98
ILP,1 month,2025-August-24,59.7,-14.69,-10.28,69.98
ILP,6 months,2026-January-21,56.35,-19.48,-13.63,69.98
EMCO,1 day,2025-July-26,40.99,-52.33,-45.01,86.0
EMCO,1 week,2025-August-01,50.13,-41.71,-35.87,86.0
EMCO,1 month,2025-August-24,39.97,-53.53,-46.03,86.0
EMCO,6 months,2026-January-21,52.88,-38.51,-33.12,86.0
ISL,1 day,2025-July-26,91.34,-3.98,-3.79,95.13
ISL,1 week,2025-August-01,91.0,-4.34,-4.13,95.13
ISL,1 month,2025-August-24,88.98,-6.46,-6.15,95.13
ISL,6 months,2026-January-21,100.84,6.0,5.71,95.13
FFC,1 day,2025-July-26,418.5,-9.6,-44.43,462.93
FFC,1 week,2025-August-01,442.22,-4.47,-20.71,462.93
FFC,1 month,2025-August-24,436.33,-5.75,-26.6,462.93
FFC,6 months,2026-January-21,579.0,25.07,116.07,462.93
AICL,1 day,2025-July-26,59.28,-13.65,-9.37,68.65
AICL,1 week,2025-August-01,57.43,-16.34,-11.22,68.65
AICL,1 month,2025-August-24,59.42,-13.44,-9.23,68.65
AICL,6 months,2026-January-21,70.78,3.1,2.13,68.65
BGL,1 day,2025-July-26,11.19,-0.12,-0.01,11.2
BGL,1 week,2025-August-01,11.45,2.19,0.25,11.2
BGL,1 month,2025-August-24,11.29,0.76,0.09,11.2
BGL,6 months,2026-January-21,8.24,-26.47,-2.96,11.2
AMTEX,1 day,2025-July-26,3.41,8.0,0.25,3.16
AMTEX,1 week,2025-August-01,2.93,-7.29,-0.23,3.16
AMTEX,1 month,2025-August-24,4.37,38.24,1.21,3.16
AMTEX,6 months,2026-January-21,3.32,5.17,0.16,3.16
FANM,1 day,2025-July-26,4.4,-14.89,-0.77,5.17
FANM,1 week,2025-August-01,4.03,-21.98,-1.14,5.17
FANM,1 month,2025-August-24,4.56,-11.84,-0.61,5.17
FANM,6 months,2026-January-21,3.92,-24.27,-1.25,5.17
FLYNG,1 day,2025-July-26,49.93,-0.87,-0.44,50.37
FLYNG,1 week,2025-August-01,51.69,2.62,1.32,50.37
FLYNG,1 month,2025-August-24,54.2,7.6,3.83,50.37
FLYNG,6 months,2026-January-21,70.44,39.84,20.07,50.37
NETSOL,1 day,2025-July-26,112.47,-21.78,-31.31,143.78
NETSOL,1 week,2025-August-01,152.05,5.75,8.27,143.78
NETSOL,1 month,2025-August-24,116.88,-18.71,-26.9,143.78
NETSOL,6 months,2026-January-21,159.24,10.75,15.46,143.78
GTYR,1 day,2025-July-26,41.56,-13.35,-6.41,47.97
GTYR,1 week,2025-August-01,45.3,-5.58,-2.67,47.97
GTYR,1 month,2025-August-24,40.91,-14.71,-7.06,47.97
GTYR,6 months,2026-January-21,46.59,-2.87,-1.38,47.97
JSCL,1 day,2025-July-26,20.04,-16.84,-4.06,24.1
JSCL,1 week,2025-August-01,20.93,-13.14,-3.17,24.1
JSCL,1 month,2025-August-24,18.69,-22.43,-5.41,24.1
JSCL,6 months,2026-January-21,25.69,6.58,1.59,24.1
PIOC,1 day,2025-July-26,208.05,-4.55,-9.91,217.96
PIOC,1 week,2025-August-01,224.88,3.17,6.92,217.96
PIOC,1 month,2025-August-24,217.95,-0.01,-0.01,217.96
PIOC,6 months,2026-January-21,241.31,10.71,23.35,217.96
HTL,1 day,2025-July-26,48.16,10.38,4.53,43.63
HTL,1 week,2025-August-01,52.99,21.44,9.36,43.63
HTL,1 month,2025-August-24,54.37,24.62,10.74,43.63
HTL,6 months,2026-January-21,53.2,21.93,9.57,43.63
CWSM,1 day,2025-July-26,31.13,-15.64,-5.77,36.9
CWSM,1 week,2025-August-01,44.36,20.21,7.46,36.9
CWSM,1 month,2025-August-24,52.51,42.3,15.61,36.9
CWSM,6 months,2026-January-21,25.44,-31.05,-11.46,36.9
NATF,1 day,2025-July-26,318.66,-6.2,-21.06,339.72
NATF,1 week,2025-August-01,305.73,-10.01,-33.99,339.72
NATF,1 month,2025-August-24,320.26,-5.73,-19.46,339.72
NATF,6 months,2026-January-21,346.01,1.85,6.29,339.72
SPEL,1 day,2025-July-26,52.63,6.4,3.17,49.46
SPEL,1 week,2025-August-01,54.65,10.49,5.19,49.46
SPEL,1 month,2025-August-24,60.15,21.62,10.69,49.46
SPEL,6 months,2026-January-21,59.99,21.3,10.53,49.46
ZAL,1 day,2025-July-26,-67.87,-371.38,-92.88,25.01
ZAL,1 week,2025-August-01,53.66,114.55,28.65,25.01
ZAL,1 month,2025-August-24,437.97,1651.18,412.96,25.01
ZAL,6 months,2026-January-21,752.55,2908.99,727.54,25.01
FHAM,1 day,2025-July-26,24.06,-9.03,-2.39,26.45
FHAM,1 week,2025-August-01,24.94,-5.69,-1.51,26.45
FHAM,1 month,2025-August-24,24.61,-6.97,-1.84,26.45
FHAM,6 months,2026-January-21,28.27,6.87,1.82,26.45
QUICE,1 day,2025-July-26,8.1,5.06,0.39,7.71
QUICE,1 week,2025-August-01,8.22,6.56,0.51,7.71
QUICE,1 month,2025-August-24,8.8,14.2,1.09,7.71
QUICE,6 months,2026-January-21,8.89,15.34,1.18,7.71
GATI,1 day,2025-July-26,119.41,-24.62,-39.0,158.41
GATI,1 week,2025-August-01,117.74,-25.67,-40.67,158.41
GATI,1 month,2025-August-24,114.9,-27.46,-43.51,158.41
GATI,6 months,2026-January-21,99.1,-37.44,-59.31,158.41
FATIMA,1 day,2025-July-26,98.12,-9.17,-9.9,108.02
FATIMA,1 week,2025-August-01,98.63,-8.7,-9.39,108.02
FATIMA,1 month,2025-August-24,99.88,-7.53,-8.14,108.02
FATIMA,6 months,2026-January-21,125.47,16.15,17.45,108.02
MZNPETF,1 day,2025-July-26,16.89,2.84,0.47,16.42
MZNPETF,1 week,2025-August-01,17.4,5.95,0.98,16.42
MZNPETF,1 month,2025-August-24,17.18,4.65,0.76,16.42
MZNPETF,6 months,2026-January-21,20.78,26.54,4.36,16.42
JVDC,1 day,2025-July-26,83.47,5.02,3.99,79.48
JVDC,1 week,2025-August-01,73.96,-6.95,-5.52,79.48
JVDC,1 month,2025-August-24,86.92,9.36,7.44,79.48
JVDC,6 months,2026-January-21,97.48,22.64,18.0,79.48
KAPCO,1 day,2025-July-26,33.88,0.27,0.09,33.79
KAPCO,1 week,2025-August-01,34.21,1.24,0.42,33.79
KAPCO,1 month,2025-August-24,35.06,3.77,1.27,33.79
KAPCO,6 months,2026-January-21,40.18,18.92,6.39,33.79
PPP,1 day,2025-July-26,239.34,6.63,14.89,224.45
PPP,1 week,2025-August-01,208.27,-7.21,-16.18,224.45
PPP,1 month,2025-August-24,220.57,-1.73,-3.88,224.45
PPP,6 months,2026-January-21,285.38,27.15,60.93,224.45
UBDL,1 day,2025-July-26,28.02,13.78,3.39,24.63
UBDL,1 week,2025-August-01,28.14,14.26,3.51,24.63
UBDL,1 month,2025-August-24,28.83,17.04,4.2,24.63
UBDL,6 months,2026-January-21,37.01,50.27,12.38,24.63
MIIETF,1 day,2025-July-26,13.65,-3.03,-0.43,14.08
MIIETF,1 week,2025-August-01,13.42,-4.72,-0.66,14.08
MIIETF,1 month,2025-August-24,12.35,-12.31,-1.73,14.08
MIIETF,6 months,2026-January-21,14.3,1.54,0.22,14.08
TCORP,1 day,2025-July-26,17.02,-9.49,-1.78,18.8
TCORP,1 week,2025-August-01,16.08,-14.49,-2.72,18.8
TCORP,1 month,2025-August-24,15.96,-15.09,-2.84,18.8
TCORP,6 months,2026-January-21,16.04,-14.7,-2.76,18.8
PNSC,1 day,2025-July-26,397.13,-7.18,-30.73,427.86
PNSC,1 week,2025-August-01,365.74,-14.52,-62.12,427.86
PNSC,1 month,2025-August-24,387.13,-9.52,-40.73,427.86
PNSC,6 months,2026-January-21,421.54,-1.48,-6.32,427.86
PTL,1 day,2025-July-26,43.05,-12.14,-5.95,49.0
PTL,1 week,2025-August-01,48.69,-0.64,-0.31,49.0
PTL,1 month,2025-August-24,44.31,-9.58,-4.69,49.0
PTL,6 months,2026-January-21,46.7,-4.69,-2.3,49.0
FIBLM,1 day,2025-July-26,5.45,-19.44,-1.31,6.76
FIBLM,1 week,2025-August-01,4.27,-36.87,-2.49,6.76
FIBLM,1 month,2025-August-24,3.63,-46.31,-3.13,6.76
FIBLM,6 months,2026-January-21,5.72,-15.36,-1.04,6.76
SMCPL,1 day,2025-July-26,21.43,-22.82,-6.33,27.76
SMCPL,1 week,2025-August-01,22.52,-18.87,-5.24,27.76
SMCPL,1 month,2025-August-24,19.55,-29.57,-8.21,27.76
SMCPL,6 months,2026-January-21,21.17,-23.73,-6.59,27.76
DYNO,1 day,2025-July-26,297.09,1.58,4.62,292.47
DYNO,1 week,2025-August-01,267.7,-8.47,-24.77,292.47
DYNO,1 month,2025-August-24,297.75,1.81,5.28,292.47
DYNO,6 months,2026-January-21,281.93,-3.6,-10.54,292.47
PINL,1 day,2025-July-26,7.01,-25.49,-2.4,9.41
PINL,1 week,2025-August-01,7.69,-18.23,-1.72,9.41
PINL,1 month,2025-August-24,6.58,-30.03,-2.83,9.41
PINL,6 months,2026-January-21,7.0,-25.61,-2.41,9.41
BCL,1 day,2025-July-26,108.45,-7.98,-9.4,117.85
BCL,1 week,2025-August-01,110.64,-6.12,-7.21,117.85
BCL,1 month,2025-August-24,91.87,-22.05,-25.98,117.85
BCL,6 months,2026-January-21,87.61,-25.66,-30.24,117.85
LPL,1 day,2025-July-26,31.13,27.44,6.7,24.43
LPL,1 week,2025-August-01,27.54,12.74,3.11,24.43
LPL,1 month,2025-August-24,30.56,25.09,6.13,24.43
LPL,6 months,2026-January-21,29.18,19.45,4.75,24.43
TATM,1 day,2025-July-26,155.33,-43.59,-120.02,275.35
TATM,1 week,2025-August-01,119.66,-56.54,-155.69,275.35
TATM,1 month,2025-August-24,131.14,-52.37,-144.21,275.35
TATM,6 months,2026-January-21,133.34,-51.57,-142.01,275.35
SPWL,1 day,2025-July-26,12.98,10.38,1.22,11.76
SPWL,1 week,2025-August-01,10.21,-13.21,-1.55,11.76
SPWL,1 month,2025-August-24,12.88,9.56,1.12,11.76
SPWL,6 months,2026-January-21,7.45,-36.69,-4.31,11.76
CTM,1 day,2025-July-26,5.43,-7.93,-0.47,5.9
CTM,1 week,2025-August-01,4.99,-15.41,-0.91,5.9
CTM,1 month,2025-August-24,6.03,2.24,0.13,5.9
CTM,6 months,2026-January-21,5.41,-8.31,-0.49,5.9
POL,1 day,2025-July-26,544.44,-11.43,-70.28,614.72
POL,1 week,2025-August-01,576.22,-6.26,-38.5,614.72
POL,1 month,2025-August-24,575.87,-6.32,-38.85,614.72
POL,6 months,2026-January-21,582.17,-5.3,-32.55,614.72
KSBP,1 day,2025-July-26,230.35,1.91,4.32,226.03
KSBP,1 week,2025-August-01,219.66,-2.82,-6.37,226.03
KSBP,1 month,2025-August-24,221.37,-2.06,-4.66,226.03
KSBP,6 months,2026-January-21,282.34,24.91,56.31,226.03
RPL,1 day,2025-July-26,16.86,-17.03,-3.46,20.32
RPL,1 week,2025-August-01,19.38,-4.6,-0.94,20.32
RPL,1 month,2025-August-24,18.42,-9.34,-1.9,20.32
RPL,6 months,2026-January-21,21.99,8.21,1.67,20.32
TPL,1 day,2025-July-26,5.59,2.41,0.13,5.46
TPL,1 week,2025-August-01,6.17,13.08,0.71,5.46
TPL,1 month,2025-August-24,5.15,-5.7,-0.31,5.46
TPL,6 months,2026-January-21,5.58,2.15,0.12,5.46
SPL,1 day,2025-July-26,13.41,-33.83,-6.85,20.26
SPL,1 week,2025-August-01,14.83,-26.79,-5.43,20.26
SPL,1 month,2025-August-24,13.05,-35.58,-7.21,20.26
SPL,6 months,2026-January-21,15.95,-21.27,-4.31,20.26
AATM,1 day,2025-July-26,97.28,86.14,45.02,52.26
AATM,1 week,2025-August-01,81.93,56.77,29.67,52.26
AATM,1 month,2025-August-24,145.53,178.48,93.27,52.26
AATM,6 months,2026-January-21,100.16,91.65,47.9,52.26
TPLI,1 day,2025-July-26,7.84,-5.65,-0.47,8.31
TPLI,1 week,2025-August-01,7.54,-9.24,-0.77,8.31
TPLI,1 month,2025-August-24,4.45,-46.5,-3.86,8.31
TPLI,6 months,2026-January-21,1.29,-84.51,-7.02,8.31
MWMP,1 day,2025-July-26,28.53,-22.0,-8.04,36.57
MWMP,1 week,2025-August-01,25.49,-30.3,-11.08,36.57
MWMP,1 month,2025-August-24,22.98,-37.17,-13.59,36.57
MWMP,6 months,2026-January-21,24.68,-32.52,-11.89,36.57
TSPL,1 day,2025-July-26,7.38,-13.43,-1.14,8.52
TSPL,1 week,2025-August-01,6.21,-27.13,-2.31,8.52
TSPL,1 month,2025-August-24,5.72,-32.86,-2.8,8.52
TSPL,6 months,2026-January-21,5.61,-34.1,-2.91,8.52
IGIL,1 day,2025-July-26,28.65,19.81,4.74,23.91
IGIL,1 week,2025-August-01,19.68,-17.71,-4.23,23.91
IGIL,1 month,2025-August-24,29.59,23.74,5.68,23.91
IGIL,6 months,2026-January-21,21.98,-8.06,-1.93,23.91
HINO,1 day,2025-July-26,592.35,2.68,15.48,576.87
HINO,1 week,2025-August-01,438.28,-24.02,-138.59,576.87
HINO,1 month,2025-August-24,540.97,-6.22,-35.9,576.87
HINO,6 months,2026-January-21,532.48,-7.7,-44.39,576.87
CYAN,1 day,2025-July-26,38.81,-3.33,-1.34,40.15
CYAN,1 week,2025-August-01,35.86,-10.7,-4.29,40.15
CYAN,1 month,2025-August-24,40.38,0.58,0.23,40.15
CYAN,6 months,2026-January-21,44.97,12.0,4.82,40.15
TPLT,1 day,2025-July-26,8.34,10.37,0.78,7.56
TPLT,1 week,2025-August-01,7.43,-1.67,-0.13,7.56
TPLT,1 month,2025-August-24,9.15,21.02,1.59,7.56
TPLT,6 months,2026-January-21,6.92,-8.41,-0.64,7.56
AKDSL,1 day,2025-July-26,32.77,-1.54,-0.51,33.28
AKDSL,1 week,2025-August-01,27.54,-17.24,-5.74,33.28
AKDSL,1 month,2025-August-24,28.82,-13.39,-4.46,33.28
AKDSL,6 months,2026-January-21,32.67,-1.84,-0.61,33.28
AGSML,1 day,2025-July-26,6.51,-28.9,-2.64,9.15
AGSML,1 week,2025-August-01,6.25,-31.73,-2.9,9.15
AGSML,1 month,2025-August-24,6.99,-23.58,-2.16,9.15
AGSML,6 months,2026-January-21,7.02,-23.25,-2.13,9.15
EPQL,1 day,2025-July-26,35.4,13.26,4.15,31.25
EPQL,1 week,2025-August-01,28.36,-9.24,-2.89,31.25
EPQL,1 month,2025-August-24,32.11,2.76,0.86,31.25
EPQL,6 months,2026-January-21,30.28,-3.1,-0.97,31.25
DSIL,1 day,2025-July-26,5.41,-14.54,-0.92,6.33
DSIL,1 week,2025-August-01,5.97,-5.69,-0.36,6.33
DSIL,1 month,2025-August-24,6.25,-1.25,-0.08,6.33
DSIL,6 months,2026-January-21,7.41,17.12,1.08,6.33
STCL,1 day,2025-July-26,13.0,-26.94,-4.8,17.8
STCL,1 week,2025-August-01,15.25,-14.32,-2.55,17.8
STCL,1 month,2025-August-24,13.36,-24.92,-4.44,17.8
STCL,6 months,2026-January-21,16.33,-8.26,-1.47,17.8
FPJM,1 day,2025-July-26,4.46,-6.85,-0.33,4.79
FPJM,1 week,2025-August-01,4.26,-11.02,-0.53,4.79
FPJM,1 month,2025-August-24,4.49,-6.34,-0.3,4.79
FPJM,6 months,2026-January-21,5.15,7.61,0.36,4.79
CEPB,1 day,2025-July-26,26.9,-6.79,-1.96,28.86
CEPB,1 week,2025-August-01,28.38,-1.66,-0.48,28.86
CEPB,1 month,2025-August-24,23.84,-17.4,-5.02,28.86
CEPB,6 months,2026-January-21,31.56,9.36,2.7,28.86
BFBIO,1 day,2025-July-26,141.92,-13.72,-22.56,164.48
BFBIO,1 week,2025-August-01,163.72,-0.46,-0.76,164.48
BFBIO,1 month,2025-August-24,148.52,-9.7,-15.96,164.48
BFBIO,6 months,2026-January-21,339.2,106.22,174.72,164.48
CJPL,1 day,2025-July-26,6.51,2.97,0.19,6.32
CJPL,1 week,2025-August-01,5.49,-13.05,-0.83,6.32
